"gene","weight","symbol","alias","annotation"
"LOC_Os10g25550",1,"--","None","tyrosine protein kinase domain containing protein, putative, expressed"
"LOC_Os03g09900",0.022366410797,"--","None","membrane protein, putative, expressed"
"LOC_Os03g09900",0.022366410797,"--","None","membrane protein, putative, expressed"
"LOC_Os03g29410",0.0218655298351,"--","None","tyrosine protein kinase domain containing protein, putative, expressed"
"LOC_Os03g29410",0.0218655298351,"--","None","tyrosine protein kinase domain containing protein, putative, expressed"
"LOC_Os09g39760",0.0214510835282,"--","None","pectinesterase, putative, expressed"
"LOC_Os09g39760",0.0214510835282,"--","None","pectinesterase, putative, expressed"
"LOC_Os07g39520",0.0208054384649,"--","None","STE_PAK_Ste20_Slob_Wnk.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"LOC_Os07g39520",0.0208054384649,"--","None","STE_PAK_Ste20_Slob_Wnk.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"LOC_Os08g04350",0.0207519615192,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os08g04350",0.0207519615192,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os03g09140",0.0198948227396,"OsRab6a","None","ras-related protein, putative, expressed"
"LOC_Os09g28160",0.0191516234864,"--","None","phosphate carrier protein, mitochondrial precursor, putative, expressed"
"LOC_Os04g58220",0.0189380353224,"--","None","transporter family protein, putative, expressed"
"LOC_Os02g50730",0.0181267128311,"OsMMP1","None","metalloendoproteinase 1 precursor, putative, expressed"
"LOC_Os04g44910",0.0174070482774,"--","None","receptor like protein kinase, putative, expressed"
"LOC_Os04g37670",0.0172508200439,"--","None","steroid nuclear receptor, ligand-binding, putative, expressed"
"LOC_Os02g38840",0.0165999381818,"OsG6PDH1","None","glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform, putative, expressed"
"LOC_Os07g01560",0.0161447673199,"OsMST3","None","transporter family protein, putative, expressed"
"LOC_Os01g64110",0.0145375096787,"--","None","glycosyl hydrolase, putative, expressed"
"LOC_Os02g41670",0.0143149689013,"OsPAL2;3","None","phenylalanine ammonia-lyase, putative, expressed"
"LOC_Os04g43680",0.0142237421104,"Osmyb4","None","MYB family transcription factor, putative, expressed"
"LOC_Os10g39100",0.0141198487497,"--","None","uncharacterized Cys-rich domain containing protein, putative, expressed"
"LOC_Os11g33120",0.0140311732441,"--","None","respiratory burst oxidase, putative, expressed"
"LOC_Os10g28050",0.0139666556092,"--","None","chitinase 2, putative, expressed"
"LOC_Os10g43060",0.0134403955247,"--","None","expressed protein"
"LOC_Os02g39400",0.0134377859958,"OsNIC","None","isochorismatase family protein, putative, expressed"
"LOC_Os06g27560",0.013334996927,"--","None","glycosyltransferase protein, putative, expressed"
"LOC_Os02g41510",0.0132511391341,"OsMYB30|OsMYB5P","None","MYB family transcription factor, putative, expressed"
"LOC_Os10g38590",0.013215228762,"--","None","glutathione S-transferase, N-terminal domain containing protein, expressed"
"LOC_Os08g34790",0.0129471499201,"Os4CL5","None","AMP-binding domain containing protein, expressed"
"LOC_Os07g42510",0.0129041766848,"--","None","AP2 domain containing protein, expressed"
"LOC_Os03g12470",0.0128682669143,"OsWAK25","None","OsWAK25 - OsWAK receptor-like protein kinase, expressed"
"LOC_Os03g17700",0.0128063286628,"OsMSRMK2|OsMAP1|OsMPK5|OsMAPK2|OsMAPK5|OsBIMK1|OsMPK3","None","CGMC_MAPKCGMC_2_ERK.2 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed"
"LOC_Os07g44140",0.0127929553732,"--","None","cytochrome P450 72A1, putative, expressed"
"LOC_Os01g61460",0.0127798034571,"--","None","leaf senescence related protein, putative, expressed"
"LOC_Os04g44320",0.0127454759382,"OsYSL12","None","transposon protein, putative, unclassified, expressed"
"LOC_Os12g41110",0.0127397463263,"--","None","OsCML5 - Calmodulin-related calcium sensor protein, expressed"
