"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os09g07440",1,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os09g07450",0.0834782084796,"--","None","flavonol synthase, putative, expressed"
"LOC_Os09g07450",0.0834782084796,"--","None","flavonol synthase, putative, expressed"
"LOC_Os02g57120",0.0251717931841,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os02g57120",0.0251717931841,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os04g28520",0.0227142685555,"--","None","male sterility protein, putative, expressed"
"LOC_Os04g28520",0.0227142685555,"--","None","male sterility protein, putative, expressed"
"LOC_Os02g40100",0.0224020451652,"--","None","plant protein of unknown function DUF869 domain containing protein, expressed"
"LOC_Os02g40100",0.0224020451652,"--","None","plant protein of unknown function DUF869 domain containing protein, expressed"
"LOC_Os11g27264",0.0205810785068,"--","None","OsSCP60 - Putative Serine Carboxypeptidase homologue, expressed"
"LOC_Os11g27264",0.0205810785068,"--","None","OsSCP60 - Putative Serine Carboxypeptidase homologue, expressed"
"LOC_Os05g11990",0.0204560655251,"--","None","TTL1, putative, expressed"
"LOC_Os05g11990",0.0204560655251,"--","None","TTL1, putative, expressed"
"LOC_Os02g43280",0.0198491491811,"--","None","aldehyde dehydrogenase, putative, expressed"
"LOC_Os04g28620",0.0198340707386,"--","None","male sterility protein, putative, expressed"
"LOC_Os06g21270",0.018641905172,"--","None","glycine rich protein family protein, putative, expressed"
"LOC_Os09g33710",0.0183333245146,"Os9BGlu33","None","Os9bglu33 - beta-glucosidase homologue, similar to G. max hydroxyisourate hydrolase, expressed"
"LOC_Os03g18370",0.0171612867855,"--","None","MRH1, putative, expressed"
"LOC_Os04g26870",0.0170334703398,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os08g43400",0.0168839863724,"--","None","kinesin motor domain containing protein, expressed"
"LOC_Os05g04820",0.0162680288766,"OsMYB2P-1","None","MYB family transcription factor, putative, expressed"
