"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os08g05910",1,"OsNRT1.1A","None","peptide transporter PTR2, putative, expressed"
"LOC_Os03g25150",0.0077612115873,"--","None","transposon protein, putative, unclassified, expressed"
"LOC_Os01g42870",0.00666031520537,"--","None","transferase family protein, putative, expressed"
"LOC_Os02g39850",0.00459008415913,"--","None","transferase family protein, putative, expressed"
"LOC_Os11g25860",0.00399409154355,"--","None","protein Kinase, putative, expressed"
"LOC_Os03g40830",0.00350526170983,"--","None","OsSub30 - Putative Subtilisin homologue, expressed"
"LOC_Os11g11490",0.00342168350187,"--","None","TKL_IRAK_CR4L.7 - The CR4L subfamily has homology with Crinkly4, expressed"
"LOC_Os06g11130",0.003106788702,"--","None","gibberellin receptor GID1L2, putative, expressed"
"LOC_Os06g49880",0.00307727113788,"--","None","B-box zinc finger family protein, putative, expressed"
"LOC_Os01g51540",0.00301448975409,"--","None","cytidine/deoxycytidylate deaminase, putative, expressed"
"LOC_Os06g39470",0.00291450649418,"--","None","transferase family protein, putative, expressed"
"LOC_Os06g11135",0.00281756526863,"--","None","gibberellin receptor GID1L2, putative, expressed"
"LOC_Os01g18660",0.00278144248263,"--","None","aminotransferase, putative, expressed"
"LOC_Os01g14110",0.00273954366044,"--","None","expressed protein"
"LOC_Os02g43700",0.00241451078502,"--","None","triacylglycerol lipase like protein, putative, expressed"
"LOC_Os07g08390",0.00233242717421,"--","None","plant-specific domain TIGR01615 family protein, expressed"
"LOC_Os05g32544",0.00233111632358,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os10g40390",0.00232478196747,"--","None","scarecrow, putative, expressed"
"LOC_Os03g49990",0.00229490232481,"SLR1|OsGAI","None","GRAS family transcription factor domain containing protein, expressed"
"LOC_Os04g43760",0.00222015554653,"--","None","phenylalanine ammonia-lyase, putative, expressed"
"LOC_Os03g08600",0.00214975045569,"--","None","glycosyl transferase, putative, expressed"
"LOC_Os01g18744",0.0021432223711,"--","None","transferase family protein, putative, expressed"
"LOC_Os10g42430",0.00210042538392,"OsMYC2","None","transcription factor MYC7E, putative, expressed"
"LOC_Os10g37190",0.00209529876952,"--","None","protein kinase domain containing protein, expressed"
"LOC_Os08g07010",0.0020612950391,"OsABCG18","None","ABC-2 type transporter domain containing protein, expressed"
"LOC_Os01g45900",0.00205344683814,"--","None","OsFBX20 - F-box domain containing protein, expressed"
"LOC_Os08g32080",0.00202586087233,"--","None","CPuORF27 - conserved peptide uORF-containing transcript, expressed"
"LOC_Os09g23084",0.00197010454827,"--","None","endoglucanase, putative, expressed"
"LOC_Os10g28210",0.00196673568868,"--","None","plant-specific domain TIGR01615 family protein, expressed"
"LOC_Os01g69270",0.00188324594887,"--","None","OsFBO2 - F-box and other domain containing protein, expressed"
"LOC_Os08g38220",0.00188088698424,"OsDof25","None","dof zinc finger domain containing protein, putative, expressed"
"LOC_Os09g35910",0.00186893882586,"--","None","homeobox associated leucine zipper, putative, expressed"
"LOC_Os01g07420",0.00183749866149,"--","None","hydrolase, alpha/beta fold family protein, putative, expressed"
"LOC_Os11g31590",0.00180140318345,"--","None","armadillo, putative, expressed"
"LOC_Os02g09490",0.00179945246772,"GH2|OsCAD2","None","dehydrogenase, putative, expressed"
