"gene","weight","symbol","alias","annotation"
"LOC_Os06g05120",1,"OsCDT1|OsCDT2","None","expressed protein"
"LOC_Os06g43140",0.0657430413112,"--","None","GA16396-PA, putative, expressed"
"LOC_Os06g43140",0.0657430413112,"--","None","GA16396-PA, putative, expressed"
"LOC_Os08g45190",0.0585970917266,"OsPGR5","None","PGR5, putative, expressed"
"LOC_Os08g45190",0.0585970917266,"OsPGR5","None","PGR5, putative, expressed"
"LOC_Os07g06660",0.0583235573724,"--","None","glyoxalase family protein, putative, expressed"
"LOC_Os07g06660",0.0583235573724,"--","None","glyoxalase family protein, putative, expressed"
"LOC_Os02g42570",0.0576913534925,"--","None","ferredoxin-thioredoxin reductase, variable chain, putative, expressed"
"LOC_Os02g42570",0.0576913534925,"--","None","ferredoxin-thioredoxin reductase, variable chain, putative, expressed"
"LOC_Os06g15400",0.0575342406604,"--","None","expressed protein"
"LOC_Os06g15400",0.0575342406604,"--","None","expressed protein"
"LOC_Os07g46330",0.0566563082213,"--","None","uncharacterized UPF0114 domain containing protein, expressed"
"LOC_Os07g46330",0.0566563082213,"--","None","uncharacterized UPF0114 domain containing protein, expressed"
"LOC_Os01g40710",0.0543846282216,"--","None","high light inducible protein, putative, expressed"
"LOC_Os01g40710",0.0543846282216,"--","None","high light inducible protein, putative, expressed"
"LOC_Os05g22730",0.0521653005693,"--","None","expressed protein"
"LOC_Os05g22730",0.0521653005693,"--","None","expressed protein"
"LOC_Os07g47640",0.0518179959308,"--","None","ultraviolet-B-repressible protein, putative, expressed"
"LOC_Os07g47640",0.0518179959308,"--","None","ultraviolet-B-repressible protein, putative, expressed"
"LOC_Os03g50270",0.0497602628264,"--","None","expressed protein"
"LOC_Os03g50270",0.0497602628264,"--","None","expressed protein"
"LOC_Os08g02630",0.0487912981348,"--","None","photosystem II core complex proteins psbY, chloroplast precursor, putative, expressed"
"LOC_Os08g02630",0.0487912981348,"--","None","photosystem II core complex proteins psbY, chloroplast precursor, putative, expressed"
"LOC_Os07g25430",0.0487287457339,"--","None","photosystem I reaction center subunit IV A, chloroplast precursor, putative, expressed"
"LOC_Os07g25430",0.0487287457339,"--","None","photosystem I reaction center subunit IV A, chloroplast precursor, putative, expressed"
"LOC_Os03g22370",0.0485398197277,"--","None","ultraviolet-B-repressible protein, putative, expressed"
"LOC_Os03g22370",0.0485398197277,"--","None","ultraviolet-B-repressible protein, putative, expressed"
"LOC_Os02g30320",0.0467201997197,"--","None","drought-induced protein 1, putative, expressed"
"LOC_Os02g30320",0.0467201997197,"--","None","drought-induced protein 1, putative, expressed"
"LOC_Os11g40600",0.0462664897726,"--","None","expressed protein"
"LOC_Os11g40600",0.0462664897726,"--","None","expressed protein"
