"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os07g47290",1,"--","None","xylose isomerase, putative, expressed"
"LOC_Os08g44860",0.0116822072392,"--","None","aminopeptidase, putative, expressed"
"LOC_Os01g24680",0.00466326570877,"--","None","3-hydroxyacyl-CoA dehydrogenase, putative, expressed"
"LOC_Os02g07230",0.00430262759574,"--","None","porphobilinogen deaminase, chloroplast precursor, putative, expressed"
"LOC_Os05g04630",0.00424391862685,"OsAP1","None","retrotransposon protein, putative, SINE subclass, expressed"
"LOC_Os12g03470",0.00420786673508,"--","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os03g59640",0.00395852603313,"Chl1|OsChlD","None","magnesium-chelatase subunit chlD, chloroplast precursor, putative, expressed"
"LOC_Os06g20320",0.00393784073997,"OsTIG","None","peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
"LOC_Os06g02380",0.00353005173204,"--","None","T-complex protein, putative, expressed"
"LOC_Os02g41470",0.00352849396713,"--","None","tRNA synthetases class II domain containing protein, expressed"
"LOC_Os07g38300",0.00352774119748,"--","None","ribosome recycling factor, putative, expressed"
"LOC_Os02g33500",0.00344254315431,"LAS","None","threonyl-tRNA synthetase, putative, expressed"
"LOC_Os10g10170",0.00334411206509,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os02g02390",0.00328724489528,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os10g05069",0.00317045133467,"--","None","lysosomal alpha-mannosidase precursor, putative, expressed"
"LOC_Os12g35630",0.00312723117559,"--","None","elongation factor TS family protein, expressed"
"LOC_Os12g17910",0.00312486240541,"OsCPn60alpha1|OsCPn60a1","None","T-complex protein, putative, expressed"
"LOC_Os03g56840",0.00305911752863,"--","None","GTP-binding protein, putative, expressed"
"LOC_Os10g10500",0.00302649239353,"--","None","vacuolar ATP synthase 98 kDa subunit, putative, expressed"
"LOC_Os01g72800",0.00300860866533,"--","None","signal recognition particle receptor, putative, expressed"
"LOC_Os04g46010",0.00296813950656,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os12g34860",0.00294188185292,"--","None","phenylalanyl-tRNA synthetase, putative, expressed"
"LOC_Os03g21900",0.00294105290652,"--","None","uroporphyrinogen decarboxylase, putative, expressed"
"LOC_Os11g38030",0.00294055933832,"--","None","CDK5RAP1, putative, expressed"
"LOC_Os11g43600",0.00290417788727,"--","None","peptide chain release factor protein, putative, expressed"
"LOC_Os07g07310",0.00287996523595,"--","None","polynucleotide phosphorylase, putative, expressed"
"LOC_Os09g38420",0.00284680209458,"--","None","cysteinyl-tRNA synthetase, putative, expressed"
"LOC_Os05g35540",0.00280436645007,"--","None","GTPase of unknown function domain containing protein, putative, expressed"
"LOC_Os11g05552",0.00279114547092,"YGL138(t)","None","signal recognition particle 54 kDa protein, chloroplast precursor, putative, expressed"
"LOC_Os10g39930",0.00278883420886,"--","None","cytochrome P450 97B2, putative, expressed"
"LOC_Os02g56040",0.00267510174642,"--","None","chaperone protein dnaJ, putative, expressed"
"LOC_Os03g14980",0.00264443629595,"ASPR2|OsTPR2","None","lissencephaly type-1-like homology motif, putative, expressed"
"LOC_Os01g21820",0.00262525033013,"--","None","preprotein translocase subunit secA, chloroplast precursor, putative, expressed"
"LOC_Os03g61030",0.00261130019554,"--","None","transcription termination factor nusG family protein, expressed"
"LOC_Os11g26160",0.00258369881449,"OsSIG2A","None","RNA polymerase sigma factor, putative, expressed"
"LOC_Os01g54540",0.00258292576262,"WLP1","None","ribosomal protein L13, putative, expressed"
"LOC_Os05g01970",0.0025698023107,"--","None","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"LOC_Os01g38950",0.00254329065401,"--","None","CK1_CaseinKinase_1.2 - CK1 includes the casein kinase 1 kinases, expressed"
"LOC_Os05g49220",0.00252904075506,"WSL6","None","GTP-binding protein, putative, expressed"
"LOC_Os03g02690",0.00251373061853,"--","None","dihydrodipicolinate reductase, putative, expressed"
