"gene","weight","symbol","alias","annotation"
"LOC_Os02g13630",1,"--","None","expressed protein"
"LOC_Os01g42990",0.0231480803261,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os01g42990",0.0231480803261,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os03g46600",0.0194817347985,"--","None","acidic leucine-rich nuclear phosphoprotein 32-related protein 2, putative, expressed"
"LOC_Os03g51550",0.0189625128293,"OsWDR5a|OsWDR5","None","WD repeat-containing protein 5, putative, expressed"
"LOC_Os08g21840",0.0176323373908,"--","None","50S ribosomal protein L15, putative, expressed"
"LOC_Os06g19640",0.0176282951668,"--","None","39S ribosomal protein L46, mitochondrial precursor, putative, expressed"
"LOC_Os06g45390",0.0171301651584,"--","None","expressed protein"
"LOC_Os01g53620",0.0163567603155,"--","None","expressed protein"
"LOC_Os06g35470",0.0152911395714,"--","None","L1P family of ribosomal proteins domain containing protein, expressed"
"LOC_Os05g14310",0.0152094817058,"--","None","expressed protein"
"LOC_Os11g20689",0.0149889277867,"--","None","exosome complex exonuclease, putative, expressed"
"LOC_Os01g55740",0.0149602785687,"--","None","OsRhmbd4 - Putative Rhomboid homologue, expressed"
"LOC_Os02g18090",0.0142836143385,"--","None","expressed protein"
"LOC_Os03g06980",0.0141677548929,"--","None","nucleic acid binding protein, putative, expressed"
"LOC_Os02g44100",0.0138941863665,"--","None","expressed protein"
"LOC_Os06g12060",0.0135939104736,"--","None","mTERF family protein, expressed"
"LOC_Os01g16910",0.0135799368418,"--","None","outer mitochondrial membrane porin, putative, expressed"
"LOC_Os01g55020",0.0131296254151,"--","None","expressed protein"
"LOC_Os01g14830",0.0130758565236,"--","None","ribosomal protein L3, putative, expressed"
"LOC_Os07g07220",0.0130257885919,"--","None","LSM domain containing protein, expressed"
"LOC_Os04g28060",0.0128893039914,"--","None","expressed protein"
"LOC_Os02g49360",0.0127541652914,"--","None","RNA methyltransferase domain-containing protein 2, putative, expressed"
"LOC_Os03g63550",0.0126247363633,"--","None","expressed protein"
"LOC_Os03g46310",0.0118842177254,"--","None","expressed protein"
"LOC_Os04g41300",0.0117686645537,"--","None","ribosome recycling factor, putative, expressed"
"LOC_Os06g16290",0.0113409608609,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os02g57070",0.0111353090307,"--","None","3-5 exoribonuclease CSL4, putative, expressed"
"LOC_Os02g03880",0.0111101765864,"--","None","expressed protein"
"LOC_Os07g10660",0.010959733865,"--","None","ribosomal protein, putative, expressed"
"LOC_Os06g11060",0.0107435371015,"--","None","expressed protein"
"LOC_Os05g18750",0.010722469632,"--","None","ribosomal protein L25, putative, expressed"
"LOC_Os02g55940",0.0105997728295,"--","None","ribosomal protein S15 containing protein, expressed"
"LOC_Os01g55420",0.0103245980546,"--","None","expressed protein"
"LOC_Os01g05010",0.0102732822143,"--","None","mitochondrial glycoprotein, putative, expressed"
"LOC_Os10g26690",0.010263416,"--","None","structural constituent of ribosome, putative, expressed"
"LOC_Os01g64190",0.0102622038867,"--","None","expressed protein"
"LOC_Os01g24020",0.0101789676662,"--","None","expressed protein"
"LOC_Os02g37870",0.0101779279686,"--","None","Brix domain containing protein, putative, expressed"
"LOC_Os07g44630",0.0101136000433,"--","None","thymidylate kinase, putative, expressed"
"LOC_Os04g32470",0.00993252025077,"--","None","expressed protein"
"LOC_Os12g34854",0.00978670891601,"--","None","RNA polymerase Rpb7, N-terminal domain containing protein, expressed"
"LOC_Os03g42440",0.00964056827118,"--","None","expressed protein"
"LOC_Os07g46440",0.00955044443933,"--","None","ribosomal protein, putative, expressed"
"LOC_Os04g44400",0.00954837643204,"--","None","OsClp7 - Putative Clp protease homologue, expressed"
"LOC_Os06g22070",0.00952497491588,"--","None","mitochondrial glycoprotein, putative, expressed"
"LOC_Os08g39070",0.00952328460951,"CSN6","None","COP9 signalosome complex subunit 6a, putative, expressed"
"LOC_Os02g03730",0.00941915505567,"--","None","SWIB/MDM2 domain containing protein, expressed"
"LOC_Os07g41260",0.00940780390831,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os05g38580",0.00925529461532,"--","None","50S ribosomal protein L17, putative, expressed"
"LOC_Os08g34130",0.00921318410841,"--","None","mitochondrial glycoprotein, putative, expressed"
"LOC_Os03g61600",0.0091652187866,"--","None","phosphoribosylformylglycinamidine synthase, putative, expressed"
"LOC_Os01g10880",0.00908893301634,"--","None","expressed protein"
"LOC_Os04g38620",0.00899378856647,"--","None","NAP domain containing protein, putative, expressed"
