"gene","weight","symbol","alias","annotation"
"LOC_Os01g07780",1,"--","None","embryo-specific 3, putative, expressed"
"LOC_Os03g48480",0.013088452533,"--","None","thioesterase family protein, putative, expressed"
"LOC_Os02g07120",0.0126188869532,"OsCAND1","None","HEAT repeat family protein, putative, expressed"
"LOC_Os11g42420",0.0118150232752,"--","None","nuclear pore protein 84/107 containing protein, expressed"
"LOC_Os02g04970",0.0115337824377,"--","None","expressed protein"
"LOC_Os02g10790",0.0114842985053,"--","None","expressed protein"
"LOC_Os03g12450",0.011008836283,"--","None","nucleoporin, putative, expressed"
"LOC_Os04g51900",0.0108515506835,"--","None","expressed protein"
"LOC_Os03g64080",0.0105425966557,"--","None","retrotransposon protein, putative, Ty1-copia subclass, expressed"
"LOC_Os09g29630",0.0103902858204,"OsNSUN2","None","NOL1/NOP2/sun family protein, putative, expressed"
"LOC_Os03g22570",0.0103543312427,"--","None","MIF4G domain containing protein, putative, expressed"
"LOC_Os03g52700",0.0102352315494,"OsHOS1","None","expressed protein"
"LOC_Os03g48850",0.010130432179,"--","None","valyl-tRNA synthetase, putative, expressed"
"LOC_Os07g08050",0.0100384992242,"--","None","expressed protein"
"LOC_Os06g43690",0.00975233375602,"--","None","WD repeat-containing protein, putative, expressed"
"LOC_Os01g40250",0.00962813909729,"--","None","down-regulated in metastasis family protein, expressed"
"LOC_Os07g27180",0.00960311344071,"S7","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os01g56590",0.00957732653978,"--","None","guanine nucleotide exchange family protein, putative, expressed"
"LOC_Os07g49320",0.00948187948702,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os01g72780",0.00929432132139,"--","None","expressed protein"
"LOC_Os02g14730",0.0092083955038,"OsUBP15|LG1","None","ubiquitin carboxyl-terminal hydrolase family protein, expressed"
"LOC_Os03g58640",0.00918306930549,"--","None","FHA domain containing protein, putative, expressed"
"LOC_Os07g10350",0.00914833344078,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os09g29790",0.00907027349003,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os03g02110",0.00904847479302,"--","None","WD domain, G-beta repeat domain containing protein, expressed"
"LOC_Os03g42050",0.00901265475823,"--","None","exportin-7-A, putative, expressed"
"LOC_Os01g68120",0.00888854078267,"OsDCL3a","None","DCL3, putative, expressed"
"LOC_Os09g39590",0.00886644016166,"--","None","metallo-beta-lactamase, putative, expressed"
"LOC_Os10g30100",0.00886384213908,"--","None","3-5 exonuclease family protein, putative, expressed"
"LOC_Os04g46310",0.00884315315148,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os07g37640",0.00875464571857,"--","None","IKI3 family protein, expressed"
"LOC_Os03g35340",0.00874482811476,"--","None","expressed protein"
"LOC_Os03g14570",0.00868838920009,"--","None","expressed protein"
"LOC_Os06g22550",0.00867835020729,"--","None","transducin family protein, putative, expressed"
"LOC_Os01g07490",0.00850755233479,"--","None","RST1, putative, expressed"
"LOC_Os04g58160",0.0084436956694,"--","None","fiber protein Fb34, putative, expressed"
"LOC_Os12g06910",0.00832732805943,"--","None","nucleolar protein family 6, putative, expressed"
"LOC_Os03g52090",0.00832515945384,"--","None","calcium-transporting ATPase 3, endoplasmic reticulum-type, putative, expressed"
"LOC_Os03g51140",0.00829582344281,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os02g04270",0.00828909399676,"--","None","DNA polymerase V, putative, expressed"
"LOC_Os06g16280",0.00828577155372,"--","None","expressed protein"
