"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os06g45480",1,"--","None","hydrolase, putative, expressed"
"LOC_Os03g18454",0.0232149722259,"--","None","gamma-interferon-inducible lysosomal thiol reductase precursor, putative, expressed"
"LOC_Os03g18454",0.0232149722259,"--","None","gamma-interferon-inducible lysosomal thiol reductase precursor, putative, expressed"
"LOC_Os07g07540",0.00850365980998,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os01g63810",0.00783623656262,"--","None","starch binding domain containing protein, putative, expressed"
"LOC_Os06g07000",0.00777461138896,"--","None","OsFBL28 - F-box domain and LRR containing protein, expressed"
"LOC_Os03g19760",0.0077230455671,"--","None","HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"LOC_Os01g43150",0.00767830510139,"--","None","OsFtsH9  FtsH protease, homologue of AtFtsH11, expressed"
"LOC_Os06g13660",0.00764160812678,"--","None","alanyl-tRNA synthetase, putative, expressed"
"LOC_Os02g13970",0.00742748358205,"--","None","Complex I intermediate-associated protein 30 domain containing protein, putative, expressed"
"LOC_Os02g47800",0.00742554284227,"--","None","monodehydroascorbate reductase, putative, expressed"
"LOC_Os01g67120",0.00736326754508,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os06g49120",0.00731042254231,"--","None","Complex I intermediate-associated protein 30 domain containing protein, putative, expressed"
"LOC_Os07g05000",0.007181962926,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os04g23890",0.00712302631145,"OsNPH1b","None","AGC_PVPK_like_kin82y.10 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
"LOC_Os03g19560",0.00707509230829,"--","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os03g03670",0.00702859816544,"--","None","expressed protein"
"LOC_Os03g62780",0.00698016083507,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os01g68450",0.00694805053027,"--","None","expressed protein"
"LOC_Os04g55180",0.00692693390524,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os01g52170",0.00687240699717,"--","None","expressed protein"
"LOC_Os08g44400",0.00684656403332,"OsGRX20","None","glutathione S-transferase, N-terminal domain containing protein, expressed"
"LOC_Os08g02210",0.00684547952383,"--","None","expressed protein"
"LOC_Os06g39690",0.00680973771416,"--","None","SOUL heme-binding protein, putative, expressed"
"LOC_Os02g43350",0.00680340899244,"--","None","OsFtsH7  FtsH protease, homologue of AtFtsH7, expressed"
"LOC_Os05g33570",0.00680318633442,"FLO4|OsPPDKB|ppdk|OsC4PPDK","None","pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed"
"LOC_Os08g06630",0.0067582414099,"OsSIG1","None","RNA polymerase sigma factor, putative, expressed"
"LOC_Os12g43130",0.00668369323868,"PSY2","None","phytoene synthase, chloroplast precursor, putative, expressed"
"LOC_Os03g53300",0.0065518646323,"--","None","expressed protein"
"LOC_Os01g48990",0.00647754041302,"--","None","uncharacterized kinase mug58, putative, expressed"
"LOC_Os05g33620",0.00607717524184,"--","None","expressed protein"
"LOC_Os01g37130",0.00605765934666,"--","None","protein phosphatase 2C, putative, expressed"
"LOC_Os02g47620",0.00604166499559,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
