"gene","weight","symbol","alias","annotation"
"LOC_Os10g38580",1,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os05g43860",0.055671313385,"--","None","expressed protein"
"LOC_Os05g43860",0.055671313385,"--","None","expressed protein"
"LOC_Os04g26870",0.0530099182992,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os04g26870",0.0530099182992,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os01g22640",0.0527092287694,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os01g22640",0.0527092287694,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os02g20560",0.0522312468852,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os02g20560",0.0522312468852,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os09g33710",0.0504274429575,"Os9BGlu33","None","Os9bglu33 - beta-glucosidase homologue, similar to G. max hydroxyisourate hydrolase, expressed"
"LOC_Os09g33710",0.0504274429575,"Os9BGlu33","None","Os9bglu33 - beta-glucosidase homologue, similar to G. max hydroxyisourate hydrolase, expressed"
"LOC_Os05g10210",0.0483155295818,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os05g10210",0.0483155295818,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os02g43280",0.0482577228831,"--","None","aldehyde dehydrogenase, putative, expressed"
"LOC_Os02g43280",0.0482577228831,"--","None","aldehyde dehydrogenase, putative, expressed"
"LOC_Os05g09704",0.0474230501655,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os05g09704",0.0474230501655,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os05g48270",0.0462502810029,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os05g48270",0.0462502810029,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os01g01650",0.0457340403233,"--","None","isoflavone reductase homolog IRL, putative, expressed"
"LOC_Os01g01650",0.0457340403233,"--","None","isoflavone reductase homolog IRL, putative, expressed"
"LOC_Os10g38540",0.0454352482282,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os10g38540",0.0454352482282,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os04g46130",0.0447356887723,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os04g46130",0.0447356887723,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os03g18370",0.0413839654195,"--","None","MRH1, putative, expressed"
"LOC_Os03g18370",0.0413839654195,"--","None","MRH1, putative, expressed"
"LOC_Os01g65210",0.0404081326028,"--","None","proton-dependent oligopeptide transport, putative, expressed"
"LOC_Os01g65210",0.0404081326028,"--","None","proton-dependent oligopeptide transport, putative, expressed"
"LOC_Os03g22010",0.0400266596452,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g22010",0.0400266596452,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g38230",0.0393168430921,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os05g38230",0.0393168430921,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os06g06250",0.0392312413315,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os06g06250",0.0392312413315,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os06g19530",0.038600213191,"--","None","oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed"
"LOC_Os06g19530",0.038600213191,"--","None","oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed"
"LOC_Os11g42500",0.0381440644452,"--","None","dirigent, putative, expressed"
"LOC_Os11g42500",0.0381440644452,"--","None","dirigent, putative, expressed"
"LOC_Os12g34524",0.0376231919506,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os12g34524",0.0376231919506,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g09740",0.0365889775201,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os05g09740",0.0365889775201,"--","None","HAD superfamily phosphatase, putative, expressed"
"LOC_Os07g32620",0.0363025862544,"--","None","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"LOC_Os07g32620",0.0363025862544,"--","None","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"LOC_Os01g33160",0.0357621739998,"--","None","stress responsive A/B Barrel domain containing protein, expressed"
"LOC_Os01g33160",0.0357621739998,"--","None","stress responsive A/B Barrel domain containing protein, expressed"
"LOC_Os09g37050",0.0347373413393,"--","None","RING-H2 finger protein ATL2B, putative, expressed"
"LOC_Os09g37050",0.0347373413393,"--","None","RING-H2 finger protein ATL2B, putative, expressed"
"LOC_Os03g63540",0.0343285614146,"--","None","lysine-rich arabinogalactan protein 19 precursor, putative, expressed"
"LOC_Os03g63540",0.0343285614146,"--","None","lysine-rich arabinogalactan protein 19 precursor, putative, expressed"
"LOC_Os10g16974",0.0336080697531,"--","None","cytochrome P450, putative, expressed"
"LOC_Os10g16974",0.0336080697531,"--","None","cytochrome P450, putative, expressed"
"LOC_Os11g30560",0.0335304482293,"OsHSD1|LGF1","None","dehydrogenase/reductase, putative, expressed"
"LOC_Os11g30560",0.0335304482293,"OsHSD1|LGF1","None","dehydrogenase/reductase, putative, expressed"
"LOC_Os03g45619",0.0333030279054,"--","None","cytochrome P450, putative, expressed"
"LOC_Os03g45619",0.0333030279054,"--","None","cytochrome P450, putative, expressed"
"LOC_Os01g72290",0.0331065367562,"--","None","expressed protein"
"LOC_Os01g72290",0.0331065367562,"--","None","expressed protein"
"LOC_Os03g61720",0.0329163589856,"--","None","glycerol-3-phosphate acyltransferase, putative, expressed"
"LOC_Os03g61720",0.0329163589856,"--","None","glycerol-3-phosphate acyltransferase, putative, expressed"
"LOC_Os06g03640",0.0324155052061,"--","None","BAG domain containing protein, expressed"
"LOC_Os06g03640",0.0324155052061,"--","None","BAG domain containing protein, expressed"
"LOC_Os05g11990",0.0319276628695,"--","None","TTL1, putative, expressed"
"LOC_Os05g11990",0.0319276628695,"--","None","TTL1, putative, expressed"
