"gene","weight","symbol","alias","annotation"
"LOC_Os05g48320",1,"--","None","60S ribosomal protein L37a, putative, expressed"
"LOC_Os02g48660",0.158036214838,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g48660",0.158036214838,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g40880",0.156705565771,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.156705565771,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os08g02410",0.147391640228,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.147391640228,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os03g22340",0.144645322529,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os03g22340",0.144645322529,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os08g06040",0.142659272311,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g06040",0.142659272311,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os05g38520",0.14192446512,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os05g38520",0.14192446512,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os08g44480",0.137611976307,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.137611976307,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os03g58050",0.134018812489,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.134018812489,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os05g06310",0.129628248116,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.129628248116,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os10g27174",0.129609574127,"--","None","40S ribosomal protein S28, putative, expressed"
"LOC_Os10g27174",0.129609574127,"--","None","40S ribosomal protein S28, putative, expressed"
"LOC_Os05g39960",0.125379090712,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os05g39960",0.125379090712,"--","None","40S ribosomal protein S26, putative, expressed"
