"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os02g17620",1,"--","None","isochorismatase family protein, putative, expressed"
"LOC_Os05g20930",0.0260346176428,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os05g20930",0.0260346176428,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os04g28870",0.0240733330223,"--","None","dehydrogenase, putative, expressed"
"LOC_Os04g28870",0.0240733330223,"--","None","dehydrogenase, putative, expressed"
"LOC_Os08g14830",0.0221975651388,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os08g14830",0.0221975651388,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os12g08270",0.0215667209858,"--","None","inositol-1-monophosphatase, putative, expressed"
"LOC_Os12g08270",0.0215667209858,"--","None","inositol-1-monophosphatase, putative, expressed"
"LOC_Os12g15920",0.0210432905101,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os12g15920",0.0210432905101,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os05g04440",0.0200449429576,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04440",0.0200449429576,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g25330",0.0195006113886,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os10g01640",0.0180077183927,"--","None","decarboxylase, putative, expressed"
"LOC_Os12g16010",0.017716571331,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os07g07790",0.0175965446121,"--","None","LTPL75 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os09g33830",0.0173624862379,"--","None","solute carrier family 35 member F1, putative, expressed"
"LOC_Os12g04320",0.0166596592535,"--","None","sulfotransferase domain containing protein, expressed"
"LOC_Os05g33110",0.0164613115297,"--","None","endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed"
"LOC_Os04g28990",0.0163841954085,"--","None","dehydrogenase, putative, expressed"
"LOC_Os08g01710",0.0161636691502,"--","None","GLTP domain containing protein, putative, expressed"
"LOC_Os02g03900",0.0161299186242,"Nrat1","None","metal transporter Nramp6, putative, expressed"
"LOC_Os08g14760",0.0159589803086,"Os4CL1","None","AMP-binding domain containing protein, expressed"
"LOC_Os05g19570",0.0159348280709,"--","None","expansin precursor, putative, expressed"
"LOC_Os02g02370",0.0159242757492,"--","None","myb-like DNA-binding domain containing protein, putative, expressed"
"LOC_Os09g18450",0.0158430227958,"--","None","flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
"LOC_Os04g53560",0.0157651881394,"--","None","expressed protein"
"LOC_Os07g01440",0.0157321388002,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os01g37110",0.0152009750999,"--","None","ABIL2, putative, expressed"
"LOC_Os02g18930",0.0150139118258,"OsCBL8","None","calcineurin B, putative, expressed"
"LOC_Os01g33810",0.0149543837059,"--","None","disease resistance protein RPM1, putative, expressed"
"LOC_Os01g27390",0.0149195926197,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os11g05480",0.0148655361773,"OsbZIP79|OsTGA911","None","transcription factor, putative, expressed"
"LOC_Os05g41090",0.0148200837209,"OsCCaMK|OsDMI3","None","CAMK_CAMK_like_CG18020d.1 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"LOC_Os06g12410",0.0147412155589,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
