"gene","weight","symbol","alias","annotation"
"LOC_Os03g19420",1,"OsNAS2","None","nicotianamine synthase, putative, expressed"
"LOC_Os03g19427",0.272911441305,"OsNAS1","None","nicotianamine synthase, putative, expressed"
"LOC_Os03g19427",0.272911441305,"OsNAS1","None","nicotianamine synthase, putative, expressed"
"LOC_Os11g04020",0.149301852249,"TOM1|OsZIFL4","None","major facilitator superfamily antiporter, putative, expressed"
"LOC_Os11g04020",0.149301852249,"TOM1|OsZIFL4","None","major facilitator superfamily antiporter, putative, expressed"
"LOC_Os02g43410",0.109231759363,"OsYSL15","None","transposon protein, putative, unclassified, expressed"
"LOC_Os02g43410",0.109231759363,"OsYSL15","None","transposon protein, putative, unclassified, expressed"
"LOC_Os03g13390",0.066954627366,"OsDMAS1","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os03g13390",0.066954627366,"OsDMAS1","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os07g18750",0.0587182783008,"--","None","LTPL42 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os07g18750",0.0587182783008,"--","None","LTPL42 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os02g30810",0.0405376014661,"--","None","OsSAUR10 - Auxin-responsive SAUR gene family member, expressed"
"LOC_Os02g30810",0.0405376014661,"--","None","OsSAUR10 - Auxin-responsive SAUR gene family member, expressed"
"LOC_Os03g46470",0.0395525990976,"OsIRT1","None","metal cation transporter, putative, expressed"
"LOC_Os03g46470",0.0395525990976,"OsIRT1","None","metal cation transporter, putative, expressed"
"LOC_Os04g44060",0.0384088102023,"OsPIP2;3","None","aquaporin protein, putative, expressed"
"LOC_Os04g44060",0.0384088102023,"OsPIP2;3","None","aquaporin protein, putative, expressed"
"LOC_Os08g36040",0.0380868089332,"--","None","plant viral response family protein, putative, expressed"
"LOC_Os08g36040",0.0380868089332,"--","None","plant viral response family protein, putative, expressed"
"LOC_Os02g44080",0.0363616528947,"--","None","aquaporin protein, putative, expressed"
"LOC_Os02g44080",0.0363616528947,"--","None","aquaporin protein, putative, expressed"
"LOC_Os10g40530",0.0351701368207,"--","None","LTPL146 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
