"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os03g15320",1,"--","None","glyoxal oxidase-related, putative, expressed"
"LOC_Os04g47250",0.00665328460406,"--","None","cytochrome P450, putative, expressed"
"LOC_Os02g44654",0.00549988553328,"--","None","cytochrome P450, putative, expressed"
"LOC_Os01g63580",0.00483400996845,"--","None","glycerol-3-phosphate acyltransferase, putative, expressed"
"LOC_Os06g04169",0.00470090165926,"OsBDG","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os03g57460",0.00455962628426,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os04g57800",0.0044794479534,"--","None","BTBN13 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os03g38210",0.0039941146819,"OsGAMYBL2","None","MYB family transcription factor, putative, expressed"
"LOC_Os01g62380",0.00387329596888,"--","None","fasciclin-like arabinogalactan protein, putative, expressed"
"LOC_Os04g52320",0.00385430228839,"--","None","QRT3, putative, expressed"
"LOC_Os06g43044",0.00365620015135,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os04g33370",0.00342766984337,"--","None","cytochrome P450, putative, expressed"
"LOC_Os01g42294",0.00321327942527,"--","None","inactive receptor kinase At2g26730 precursor, putative, expressed"
"LOC_Os06g40150",0.00321310620418,"--","None","AP2 domain containing protein, expressed"
"LOC_Os01g51260",0.00284306063926,"--","None","MYB family transcription factor, putative, expressed"
"LOC_Os08g38270",0.00280397899024,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os02g43300",0.00276219037678,"--","None","expressed protein"
"LOC_Os05g28830",0.00265856912034,"--","None","PMR5, putative, expressed"
"LOC_Os05g19670",0.00254066657663,"--","None","Cupin domain containing protein, expressed"
"LOC_Os06g11510",0.0025073522507,"--","None","expressed protein"
"LOC_Os01g46400",0.00240359379819,"--","None","expressed protein"
"LOC_Os01g67240",0.00239801435844,"OsFH1","None","formin-like protein 1 precursor, putative, expressed"
"LOC_Os05g35480",0.00236052790242,"--","None","anthranilate phosphoribosyltransferase, putative, expressed"
"LOC_Os06g13760",0.00234641070314,"--","None","glycosyl transferase 8 domain containing protein, putative, expressed"
"LOC_Os11g05010",0.00233267780449,"--","None","heavy-metal-associated domain-containing protein, putative, expressed"
"LOC_Os02g49140",0.00230190633018,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os08g39270",0.00228033041538,"--","None","fasciclin domain containing protein, expressed"
"LOC_Os02g33170",0.00227639282144,"--","None","POEI29 - Pollen Ole e I allergen and extensin family protein precursor, putative, expressed"
"LOC_Os12g05040",0.00225957919116,"--","None","heavy-metal-associated domain-containing protein, putative, expressed"
"LOC_Os03g30830",0.00225118051453,"--","None","X8 domain containing protein, expressed"
"LOC_Os01g04710",0.00223237129971,"--","None","aspartic proteinase, putative, expressed"
"LOC_Os02g46680",0.00217529724394,"--","None","multidrug resistance protein, putative, expressed"
"LOC_Os06g14810",0.00212977472459,"--","None","3-ketoacyl-CoA synthase, putative, expressed"
"LOC_Os02g03790",0.00210690566038,"--","None","expressed protein"
"LOC_Os01g46290",0.00209860940836,"--","None","lipase, putative, expressed"
"LOC_Os04g48416",0.00209281154456,"--","None","OsSub45 - Putative Subtilisin homologue, expressed"
"LOC_Os03g55350",0.00206658970796,"--","None","OsSub31 - Putative Subtilisin homologue, expressed"
"LOC_Os08g29200",0.00205442870392,"--","None","BURP domain containing protein, expressed"
"LOC_Os05g03450",0.00204836528073,"--","None","lectin protein kinase family protein, putative, expressed"
