"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os10g05069",1,"--","None","lysosomal alpha-mannosidase precursor, putative, expressed"
"LOC_Os12g03470",0.0490656347827,"--","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os12g03470",0.0490656347827,"--","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os11g03730",0.0455714097894,"OsARAF3","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os11g03730",0.0455714097894,"OsARAF3","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os11g32260",0.0269044007292,"--","None","lysosomal alpha-mannosidase precursor, putative, expressed"
"LOC_Os11g32260",0.0269044007292,"--","None","lysosomal alpha-mannosidase precursor, putative, expressed"
"LOC_Os12g24170",0.0183843781341,"--","None","beta-galactosidase precursor, putative, expressed"
"LOC_Os09g27700",0.0131526858923,"--","None","microtubule associated protein, putative, expressed"
"LOC_Os02g40430",0.0128309674473,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os01g64490",0.0119091933799,"--","None","protein kinase domain containing protein, expressed"
"LOC_Os02g47880",0.01126480656,"--","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os04g39880",0.0102957401458,"Os4BGlu12","None","Os4bglu12 - beta-glucosidase, exo-beta-glucanase, expressed"
"LOC_Os02g05692",0.0100107670055,"OsDHSRP1","None","zinc finger, C3HC4 type domain containing protein, expressed"
"LOC_Os05g03190",0.00977529540743,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os12g02200",0.00969743579139,"OsCIPK14","None","CAMK_KIN1/SNF1/Nim1_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"LOC_Os04g56740",0.00930750932561,"--","None","IQ calmodulin-binding motif family protein, putative, expressed"
"LOC_Os11g02240",0.00927052216805,"OsCIPK15","None","CAMK_KIN1/SNF1/Nim1_like.4 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"LOC_Os06g11990",0.00891441553461,"OsCSIL1","None","expressed protein"
"LOC_Os03g56380",0.00871242174884,"--","None","methyltransferase, putative, expressed"
"LOC_Os01g71010",0.00867609559609,"--","None","lipase precursor, putative, expressed"
"LOC_Os04g58130",0.00830351692448,"OsKTN80b|OsWD40-111","None","katanin p80 WD40 repeat-containing subunit B1 homolog 1, putative, expressed"
"LOC_Os01g14050",0.00815246106248,"--","None","C2 domain containing protein, putative, expressed"
"LOC_Os07g10770",0.0077357968176,"OsCesA8","None","CESA8 - cellulose synthase, expressed"
"LOC_Os10g10500",0.00772305198151,"--","None","vacuolar ATP synthase 98 kDa subunit, putative, expressed"
"LOC_Os03g20420",0.00759349536871,"--","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os03g29350",0.00756539050873,"--","None","von Willebrand factor type A domain containing protein, expressed"
"LOC_Os03g14250",0.00752621398709,"--","None","plant protein of unknown function DUF869 domain containing protein, expressed"
"LOC_Os07g05470",0.00750158322934,"--","None","AIR9 protein, putative, expressed"
"LOC_Os01g51840",0.00670728945021,"--","None","IQ calmodulin-binding motif family protein, putative, expressed"
"LOC_Os07g25680",0.00658133997687,"SLES","None","protein kinase domain containing protein, expressed"
"LOC_Os05g08370",0.00608767588357,"--","None","CESA1 - cellulose synthase, expressed"
"LOC_Os05g32500",0.00591701478142,"--","None","expressed protein"
"LOC_Os03g18980",0.0058355338582,"--","None","kinesin motor domain containing protein, expressed"
"LOC_Os05g32110",0.00581498749603,"OsBC1L4","None","COBRA, putative, expressed"
"LOC_Os12g01560",0.0058068441583,"OsTBL1","None","PMR5, putative, expressed"
"LOC_Os10g36060",0.00576322958857,"--","None","protein transport protein-related, putative, expressed"
"LOC_Os04g47180",0.00561348482565,"--","None","expressed protein"
"LOC_Os11g01570",0.00560506420438,"OsTBL2","None","PMR5, putative, expressed"
"LOC_Os06g06160",0.00559493782634,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os03g53800",0.00546149136984,"--","None","periplasmic beta-glucosidase precursor, putative, expressed"
"LOC_Os06g17390",0.0053389980633,"--","None","auxin-independent growth promoter protein, putative, expressed"
"LOC_Os12g31860",0.00531471461265,"OsUPS1","None","ureide permease, putative, expressed"
"LOC_Os06g42800",0.00521051658665,"--","None","STRUBBELIG-RECEPTOR FAMILY 8 precursor, putative, expressed"
"LOC_Os07g24190",0.00518841915286,"--","None","CESA3 - cellulose synthase, expressed"
"LOC_Os07g14850",0.00512990092311,"--","None","CESA6 - cellulose synthase, expressed"
"LOC_Os07g26440",0.00512773102525,"--","None","expressed protein"
"LOC_Os05g04820",0.00494160289051,"OsMYB2P-1","None","MYB family transcription factor, putative, expressed"
"LOC_Os09g36350",0.00479249529373,"--","None","endoglucanase, putative, expressed"
"LOC_Os08g39490",0.00469880280345,"--","None","expressed protein"
"LOC_Os04g53760",0.00467134851878,"--","None","kinesin motor domain containing protein, putative, expressed"
"LOC_Os03g54750",0.00465059710245,"--","None","COBRA-like 3 protein precursor, putative, expressed"
"LOC_Os03g62090",0.0046356781238,"--","None","CESA5 - cellulose synthase, expressed"
"LOC_Os06g30950",0.00463238254139,"--","None","transporter-related, putative, expressed"
"LOC_Os10g25090",0.00456910375165,"--","None","STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed"
"LOC_Os04g40520",0.00455471222294,"--","None","uncharacterized glycosyltransferase, putative, expressed"
"LOC_Os05g02820",0.00453682512744,"--","None","protein transport protein-related, putative, expressed"
"LOC_Os03g13460",0.00450538462378,"--","None","microtubule associated protein, putative, expressed"
"LOC_Os11g01740",0.00439994194653,"--","None","serine/threonine-protein kinase, putative, expressed"
"LOC_Os04g47520",0.00423651262877,"--","None","growth regulator related protein, putative, expressed"
"LOC_Os04g55730",0.00420740031577,"--","None","alpha-N-acetylglucosaminidase, putative, expressed"
"LOC_Os03g64320",0.00417758393038,"--","None","expressed protein"
"LOC_Os05g06720",0.00397354556983,"DARX1","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os01g44040",0.00396574088894,"--","None","CAS1 domain-containing protein 1 precursor, putative, expressed"
"LOC_Os03g43684",0.0039548025439,"--","None","KIP1, putative, expressed"
"LOC_Os08g42870",0.00393413525325,"--","None","expressed protein"
"LOC_Os02g20850",0.00392383099901,"--","None","ras-related protein, putative, expressed"
"LOC_Os06g44890",0.0039219643734,"--","None","villin protein, putative, expressed"
"LOC_Os07g47820",0.00391687666848,"--","None","acyl-CoA dehydrogenase family member 10, putative, expressed"
"LOC_Os05g36960",0.00391556585735,"--","None","protein kinase, putative, expressed"
"LOC_Os06g14750",0.00391029774868,"--","None","phosphatidylinositol-4-phosphate 5-Kinase family protein, putative, expressed"
"LOC_Os03g11330",0.00389203857272,"--","None","glycosyl transferase 8 domain containing protein, putative, expressed"
"LOC_Os03g42750",0.00388400740405,"OsSEC3A","None","roothairless 1, putative, expressed"
"LOC_Os03g02150",0.0038831789304,"--","None","adapitin protein, putative, expressed"
"LOC_Os01g24680",0.00388243373061,"--","None","3-hydroxyacyl-CoA dehydrogenase, putative, expressed"
"LOC_Os12g01740",0.00386131737389,"--","None","serine/threonine-protein kinase, putative, expressed"
"LOC_Os06g15700",0.0038239950851,"--","None","expressed protein"
"LOC_Os05g01700",0.00381564814097,"--","None","ABC transporter, ATP-binding protein, putative, expressed"
"LOC_Os03g52630",0.00377594267735,"OsGH9A3","None","endoglucanase, putative, expressed"
"LOC_Os01g54620",0.00371386067197,"OsCesA4|Bc7|bc11","None","CESA4 - cellulose synthase, expressed"
"LOC_Os01g44130",0.00367542767983,"--","None","aspartic proteinase oryzasin-1 precursor, putative, expressed"
"LOC_Os01g18240",0.00364112781004,"MYB61|OsMYB61","None","MYB family transcription factor, putative, expressed"
"LOC_Os01g66200",0.00363297887978,"--","None","expressed protein"
"LOC_Os09g21230",0.00361249523891,"--","None","AMP-binding enzyme, putative, expressed"
"LOC_Os06g43630",0.00357765381971,"--","None","sucrose-phosphate synthase, putative, expressed"
"LOC_Os01g73980",0.00357019397671,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os08g22864",0.00356981871575,"--","None","sec8 exocyst complex component specific domain containing protein, expressed"
"LOC_Os05g46200",0.00356718450447,"--","None","beta-galactosidase 8 precursor, putative, expressed"
"LOC_Os06g13030",0.00355047386803,"--","None","OsLIM - LIM domain protein, putative actin-binding protein and transcription factor, expressed"
"LOC_Os04g42840",0.00348302198946,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os08g43270",0.00348072927791,"--","None","BAG domain-containing protein, putative, expressed"
"LOC_Os02g10480",0.00346488472394,"OsAGAP","None","stromal membrane-associated protein, putative, expressed"
"LOC_Os12g29550",0.00345630615936,"--","None","expressed protein"
"LOC_Os02g53520",0.00342217072381,"K16","None","kinesin motor domain containing protein, putative, expressed"
"LOC_Os11g38010",0.0034015714616,"--","None","targeting protein for Xklp2, putative, expressed"
"LOC_Os04g52370",0.00331977058394,"--","None","UTP--glucose-1-phosphate uridylyltransferase, putative, expressed"
"LOC_Os05g30010",0.00330941618272,"--","None","WD domain, G-beta repeat domain containing protein, expressed"
"LOC_Os05g50910",0.00327633179669,"--","None","extra-large G-protein-related, putative, expressed"
"LOC_Os01g39000",0.00327423403903,"--","None","ZmGR2c, putative, expressed"
"LOC_Os05g01810",0.00319035337925,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os03g14260",0.00318276656122,"--","None","guanine nucleotide exchange family protein, putative, expressed"
