"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os05g03610",1,"OsPLC4","None","phospholipase C, putative, expressed"
"LOC_Os08g43270",0.0384205157712,"--","None","BAG domain-containing protein, putative, expressed"
"LOC_Os08g43270",0.0384205157712,"--","None","BAG domain-containing protein, putative, expressed"
"LOC_Os01g73980",0.0356273412559,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os01g73980",0.0356273412559,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os09g07350",0.0350850819052,"--","None","fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
"LOC_Os09g07350",0.0350850819052,"--","None","fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
"LOC_Os06g03640",0.0349521377615,"--","None","BAG domain containing protein, expressed"
"LOC_Os06g03640",0.0349521377615,"--","None","BAG domain containing protein, expressed"
"LOC_Os03g56380",0.0324712832154,"--","None","methyltransferase, putative, expressed"
"LOC_Os03g56380",0.0324712832154,"--","None","methyltransferase, putative, expressed"
"LOC_Os05g48270",0.0312338002889,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os05g48270",0.0312338002889,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os05g01810",0.0302068486423,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os05g01810",0.0302068486423,"--","None","xylem cysteine proteinase 2 precursor, putative, expressed"
"LOC_Os09g32080",0.028738983683,"bc15|OsCTL1","None","CHIT13 - Chitinase family protein precursor, expressed"
"LOC_Os09g32080",0.028738983683,"bc15|OsCTL1","None","CHIT13 - Chitinase family protein precursor, expressed"
"LOC_Os05g03190",0.0283152301546,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os05g03190",0.0283152301546,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os11g01570",0.0276662522834,"OsTBL2","None","PMR5, putative, expressed"
"LOC_Os11g01570",0.0276662522834,"OsTBL2","None","PMR5, putative, expressed"
"LOC_Os05g32500",0.0276503356848,"--","None","expressed protein"
