"gene","weight","symbol","alias","annotation"
"LOC_Os05g37830",1,"--","None","expressed protein"
"LOC_Os06g13660",0.0732543726193,"--","None","alanyl-tRNA synthetase, putative, expressed"
"LOC_Os06g13660",0.0732543726193,"--","None","alanyl-tRNA synthetase, putative, expressed"
"LOC_Os02g13970",0.0693213984673,"--","None","Complex I intermediate-associated protein 30 domain containing protein, putative, expressed"
"LOC_Os02g13970",0.0693213984673,"--","None","Complex I intermediate-associated protein 30 domain containing protein, putative, expressed"
"LOC_Os07g07540",0.0620976888479,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os07g07540",0.0620976888479,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os03g62780",0.0612499115039,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os03g62780",0.0612499115039,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os09g39390",0.0607670654954,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os09g39390",0.0607670654954,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os03g62510",0.0591799005217,"--","None","amine oxidase, flavin-containing, domain containing protein, expressed"
"LOC_Os03g62510",0.0591799005217,"--","None","amine oxidase, flavin-containing, domain containing protein, expressed"
"LOC_Os03g19760",0.0588066914214,"--","None","HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"LOC_Os03g19760",0.0588066914214,"--","None","HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"LOC_Os05g49970",0.0575332746446,"--","None","translation initiation factor IF-2, chloroplast precursor, putative, expressed"
"LOC_Os05g49970",0.0575332746446,"--","None","translation initiation factor IF-2, chloroplast precursor, putative, expressed"
"LOC_Os08g24390",0.0561439133028,"--","None","expressed protein"
"LOC_Os08g24390",0.0561439133028,"--","None","expressed protein"
"LOC_Os09g33470",0.0551962104846,"--","None","mitochondrial carrier protein, putative, expressed"
"LOC_Os09g33470",0.0551962104846,"--","None","mitochondrial carrier protein, putative, expressed"
"LOC_Os12g19530",0.0544824460195,"--","None","ATP-binding region, ATPase-like domain-containing protein, putative, expressed"
"LOC_Os12g19530",0.0544824460195,"--","None","ATP-binding region, ATPase-like domain-containing protein, putative, expressed"
"LOC_Os05g51450",0.0543247837481,"--","None","OsClp8 - Putative Clp protease homologue, expressed"
"LOC_Os05g51450",0.0543247837481,"--","None","OsClp8 - Putative Clp protease homologue, expressed"
"LOC_Os08g06630",0.0536306412101,"OsSIG1","None","RNA polymerase sigma factor, putative, expressed"
"LOC_Os08g06630",0.0536306412101,"OsSIG1","None","RNA polymerase sigma factor, putative, expressed"
"LOC_Os01g52170",0.0534038739849,"--","None","expressed protein"
"LOC_Os01g52170",0.0534038739849,"--","None","expressed protein"
"LOC_Os08g06530",0.051576400794,"--","None","rubredoxin family protein, putative, expressed"
"LOC_Os08g06530",0.051576400794,"--","None","rubredoxin family protein, putative, expressed"
"LOC_Os04g23890",0.051243290621,"OsNPH1b","None","AGC_PVPK_like_kin82y.10 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
"LOC_Os04g23890",0.051243290621,"OsNPH1b","None","AGC_PVPK_like_kin82y.10 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
"LOC_Os01g05800",0.0509480779411,"--","None","inner membrane protein, putative, expressed"
"LOC_Os01g05800",0.0509480779411,"--","None","inner membrane protein, putative, expressed"
"LOC_Os04g38640",0.0506628762155,"--","None","OsDegp5 - Putative Deg protease homologue, expressed"
"LOC_Os04g38640",0.0506628762155,"--","None","OsDegp5 - Putative Deg protease homologue, expressed"
"LOC_Os05g33290",0.050617382029,"--","None","uncharacterized conserved membrane protein specific to cyanobacteria, putative, expressed"
"LOC_Os05g33290",0.050617382029,"--","None","uncharacterized conserved membrane protein specific to cyanobacteria, putative, expressed"
"LOC_Os06g05390",0.0504612722242,"--","None","expressed protein"
"LOC_Os06g05390",0.0504612722242,"--","None","expressed protein"
"LOC_Os07g05000",0.0498540186818,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os07g05000",0.0498540186818,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os03g36750",0.0496292645389,"--","None","cbbY, putative, expressed"
"LOC_Os03g36750",0.0496292645389,"--","None","cbbY, putative, expressed"
"LOC_Os08g27010",0.0496207264945,"--","None","APE1, putative, expressed"
"LOC_Os08g27010",0.0496207264945,"--","None","APE1, putative, expressed"
"LOC_Os11g05556",0.0495573031621,"--","None","signal recognition particle 54 kDa protein, putative, expressed"
"LOC_Os11g05556",0.0495573031621,"--","None","signal recognition particle 54 kDa protein, putative, expressed"
"LOC_Os05g33620",0.0492384105641,"--","None","expressed protein"
"LOC_Os05g33620",0.0492384105641,"--","None","expressed protein"
"LOC_Os02g36570",0.0486598028535,"OsABC1-2","None","ABC1 family domain containing protein, putative, expressed"
"LOC_Os02g36570",0.0486598028535,"OsABC1-2","None","ABC1 family domain containing protein, putative, expressed"
"LOC_Os02g06300",0.0486246447556,"--","None","GTP-binding protein lepA, putative, expressed"
"LOC_Os02g06300",0.0486246447556,"--","None","GTP-binding protein lepA, putative, expressed"
"LOC_Os01g25600",0.048574175625,"--","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os01g25600",0.048574175625,"--","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os07g46410",0.0485312610073,"NTRC","None","bifunctional thioredoxin reductase/thioredoxin, putative, expressed"
"LOC_Os07g46410",0.0485312610073,"NTRC","None","bifunctional thioredoxin reductase/thioredoxin, putative, expressed"
"LOC_Os02g10350",0.0482045822947,"--","None","MLO domain containing protein, putative, expressed"
"LOC_Os02g10350",0.0482045822947,"--","None","MLO domain containing protein, putative, expressed"
"LOC_Os01g67120",0.0481726797533,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os01g67120",0.0481726797533,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os06g39690",0.0476950756834,"--","None","SOUL heme-binding protein, putative, expressed"
"LOC_Os06g39690",0.0476950756834,"--","None","SOUL heme-binding protein, putative, expressed"
"LOC_Os08g16570",0.0474791172947,"--","None","expressed protein"
"LOC_Os08g16570",0.0474791172947,"--","None","expressed protein"
"LOC_Os04g55180",0.0472209815674,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os04g55180",0.0472209815674,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os02g02520",0.0471269972169,"--","None","expressed protein"
"LOC_Os02g02520",0.0471269972169,"--","None","expressed protein"
"LOC_Os02g47800",0.046915115804,"--","None","monodehydroascorbate reductase, putative, expressed"
"LOC_Os02g47800",0.046915115804,"--","None","monodehydroascorbate reductase, putative, expressed"
"LOC_Os08g44000",0.0468202531314,"--","None","uncharacterized protein ycf39, putative, expressed"
"LOC_Os08g44000",0.0468202531314,"--","None","uncharacterized protein ycf39, putative, expressed"
"LOC_Os08g19140",0.0461393244355,"--","None","adenylate kinase family protein, putative, expressed"
"LOC_Os08g19140",0.0461393244355,"--","None","adenylate kinase family protein, putative, expressed"
"LOC_Os01g43150",0.045462579037,"--","None","OsFtsH9  FtsH protease, homologue of AtFtsH11, expressed"
"LOC_Os01g43150",0.045462579037,"--","None","OsFtsH9  FtsH protease, homologue of AtFtsH11, expressed"
"LOC_Os02g43350",0.0454177565443,"--","None","OsFtsH7  FtsH protease, homologue of AtFtsH7, expressed"
"LOC_Os02g43350",0.0454177565443,"--","None","OsFtsH7  FtsH protease, homologue of AtFtsH7, expressed"
"LOC_Os03g01014",0.0452720660489,"--","None","expressed protein"
"LOC_Os03g01014",0.0452720660489,"--","None","expressed protein"
"LOC_Os01g01302",0.0452664062154,"OsSK4|OsSKL1","None","shikimate kinase, putative, expressed"
"LOC_Os01g01302",0.0452664062154,"OsSK4|OsSKL1","None","shikimate kinase, putative, expressed"
"LOC_Os01g11946",0.0451124928058,"--","None","ABC transporter, ATP-binding protein, putative, expressed"
"LOC_Os01g11946",0.0451124928058,"--","None","ABC transporter, ATP-binding protein, putative, expressed"
"LOC_Os03g53300",0.0441199726473,"--","None","expressed protein"
"LOC_Os03g53300",0.0441199726473,"--","None","expressed protein"
"LOC_Os01g07090",0.0440534991264,"Pbcp","None","5-azacytidine resistance protein azr1, putative, expressed"
"LOC_Os01g07090",0.0440534991264,"Pbcp","None","5-azacytidine resistance protein azr1, putative, expressed"
"LOC_Os04g45490",0.0439987902837,"--","None","elongation factor, putative, expressed"
"LOC_Os04g45490",0.0439987902837,"--","None","elongation factor, putative, expressed"
"LOC_Os01g37130",0.0438522748148,"--","None","protein phosphatase 2C, putative, expressed"
"LOC_Os01g37130",0.0438522748148,"--","None","protein phosphatase 2C, putative, expressed"
"LOC_Os08g44810",0.0436766391655,"--","None","lactate/malate dehydrogenase, putative, expressed"
"LOC_Os08g44810",0.0436766391655,"--","None","lactate/malate dehydrogenase, putative, expressed"
"LOC_Os01g48990",0.0436684367236,"--","None","uncharacterized kinase mug58, putative, expressed"
"LOC_Os01g48990",0.0436684367236,"--","None","uncharacterized kinase mug58, putative, expressed"
"LOC_Os07g10490",0.0436587242486,"OsZDS","None","zeta-carotene desaturase, chloroplast/chromoplast precursor, putative, expressed"
"LOC_Os07g10490",0.0436587242486,"OsZDS","None","zeta-carotene desaturase, chloroplast/chromoplast precursor, putative, expressed"
