"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os03g59360",1,"--","None","remorin, putative, expressed"
"LOC_Os03g12450",0.0235992954542,"--","None","nucleoporin, putative, expressed"
"LOC_Os03g12450",0.0235992954542,"--","None","nucleoporin, putative, expressed"
"LOC_Os02g04970",0.0219828165707,"--","None","expressed protein"
"LOC_Os02g04970",0.0219828165707,"--","None","expressed protein"
"LOC_Os01g68120",0.0188084666579,"OsDCL3a","None","DCL3, putative, expressed"
"LOC_Os04g51900",0.0184778894903,"--","None","expressed protein"
"LOC_Os03g22570",0.0184563958869,"--","None","MIF4G domain containing protein, putative, expressed"
"LOC_Os11g36390",0.0181356259554,"--","None","RFC1 - Putative clamp loader of PCNA, replication factor C subunit 1, expressed"
"LOC_Os03g58640",0.0180913281483,"--","None","FHA domain containing protein, putative, expressed"
"LOC_Os06g41750",0.017575958342,"OsCDC27","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os09g29790",0.0174866242439,"--","None","PPR repeat domain containing protein, putative, expressed"
"LOC_Os01g40250",0.0174159360167,"--","None","down-regulated in metastasis family protein, expressed"
"LOC_Os01g72780",0.0172874970821,"--","None","expressed protein"
"LOC_Os01g49180",0.0170285979231,"--","None","ATP dependent DNA ligase family protein, putative, expressed"
"LOC_Os07g23110",0.0168619078018,"--","None","poly synthetase 1, putative, expressed"
"LOC_Os04g54840",0.0167263779169,"--","None","DNA-directed RNA polymerase subunit, putative, expressed"
"LOC_Os11g42420",0.016704623483,"--","None","nuclear pore protein 84/107 containing protein, expressed"
"LOC_Os02g14730",0.0164546721564,"OsUBP15|LG1","None","ubiquitin carboxyl-terminal hydrolase family protein, expressed"
"LOC_Os07g37640",0.0163468406746,"--","None","IKI3 family protein, expressed"
"LOC_Os02g07120",0.0163414751777,"OsCAND1","None","HEAT repeat family protein, putative, expressed"
"LOC_Os07g08050",0.0163189678394,"--","None","expressed protein"
"LOC_Os07g27180",0.0162974310189,"S7","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os06g43690",0.0160987658996,"--","None","WD repeat-containing protein, putative, expressed"
"LOC_Os09g29630",0.0158826229794,"OsNSUN2","None","NOL1/NOP2/sun family protein, putative, expressed"
"LOC_Os01g47800",0.0152555958747,"--","None","AAA-type ATPase family protein, putative, expressed"
"LOC_Os03g02110",0.0152389726521,"--","None","WD domain, G-beta repeat domain containing protein, expressed"
"LOC_Os02g10790",0.0152372727794,"--","None","expressed protein"
"LOC_Os11g20554",0.0149096533404,"--","None","ATP-dependent RNA helicase, putative, expressed"
"LOC_Os09g09470",0.0149050056022,"--","None","WD domain, G-beta repeat domain containing protein, expressed"
"LOC_Os09g39590",0.0147524353437,"--","None","metallo-beta-lactamase, putative, expressed"
"LOC_Os10g42510",0.0147034030897,"--","None","expressed protein"
"LOC_Os10g34750",0.0146700698256,"--","None","LIG1 - Putative DNA ligase I, expressed"
"LOC_Os04g46310",0.0142614098539,"--","None","HEAT repeat family protein, putative, expressed"
"LOC_Os02g04270",0.0141871425255,"--","None","DNA polymerase V, putative, expressed"
"LOC_Os03g10600",0.0139659041377,"--","None","expressed protein"
"LOC_Os03g01970",0.0139009986888,"--","None","THO complex subunit 1, putative, expressed"
"LOC_Os09g19940",0.0137799775053,"--","None","cwfJ-like family protein, putative, expressed"
"LOC_Os10g30100",0.0137201430606,"--","None","3-5 exonuclease family protein, putative, expressed"
"LOC_Os07g10350",0.0136602821733,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os03g26000",0.0136326340158,"--","None","expressed protein"
"LOC_Os06g01320",0.0136136825801,"--","None","chromo domain containing protein, expressed"
"LOC_Os03g43800",0.0135439485175,"--","None","DIRP family protein, putative, expressed"
"LOC_Os03g52700",0.0134975315957,"OsHOS1","None","expressed protein"
"LOC_Os05g43374",0.0134536343212,"--","None","pseudouridylate synthase, putative, expressed"
"LOC_Os04g53380",0.0133746335412,"--","None","expressed protein"
