"gene","weight","symbol","alias","annotation"
"LOC_Os01g59990",1,"--","None","ribosomal protein L24, putative, expressed"
"LOC_Os05g06310",0.188105273108,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.188105273108,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os08g02410",0.174782205914,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.174782205914,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os03g58050",0.172212806723,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.172212806723,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g37970",0.170566811884,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.170566811884,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os08g44480",0.16981551629,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.16981551629,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g23710",0.167253238685,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.167253238685,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g13690",0.162908683058,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os08g13690",0.162908683058,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os03g04750",0.162053779214,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os03g04750",0.162053779214,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os02g40880",0.159371113726,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.159371113726,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os01g22490",0.154321457763,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.154321457763,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os02g01560",0.14993049688,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os02g01560",0.14993049688,"--","None","40S ribosomal protein S4, putative, expressed"
