"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os07g10440",1,"--","None","expressed protein"
"LOC_Os05g48270",0.0513503999306,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os05g48270",0.0513503999306,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os06g03640",0.0393268441407,"--","None","BAG domain containing protein, expressed"
"LOC_Os06g03640",0.0393268441407,"--","None","BAG domain containing protein, expressed"
"LOC_Os09g07350",0.0347617348441,"--","None","fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
"LOC_Os09g07350",0.0347617348441,"--","None","fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
"LOC_Os03g03600",0.0337045928853,"--","None","fasciclin-like arabinogalactan protein, putative, expressed"
"LOC_Os03g03600",0.0337045928853,"--","None","fasciclin-like arabinogalactan protein, putative, expressed"
"LOC_Os06g30950",0.0330723707022,"--","None","transporter-related, putative, expressed"
"LOC_Os06g30950",0.0330723707022,"--","None","transporter-related, putative, expressed"
"LOC_Os05g06720",0.0325919804128,"DARX1","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os05g06720",0.0325919804128,"DARX1","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os08g43270",0.0316370677227,"--","None","BAG domain-containing protein, putative, expressed"
"LOC_Os08g43270",0.0316370677227,"--","None","BAG domain-containing protein, putative, expressed"
"LOC_Os11g26190",0.0313510487688,"--","None","RALFL23 - Rapid ALkalinization Factor RALF family protein precursor, expressed"
"LOC_Os11g26190",0.0313510487688,"--","None","RALFL23 - Rapid ALkalinization Factor RALF family protein precursor, expressed"
"LOC_Os10g12750",0.0305865504364,"--","None","expressed protein"
"LOC_Os10g12750",0.0305865504364,"--","None","expressed protein"
"LOC_Os01g54620",0.0299795375104,"OsCesA4|Bc7|bc11","None","CESA4 - cellulose synthase, expressed"
"LOC_Os01g54620",0.0299795375104,"OsCesA4|Bc7|bc11","None","CESA4 - cellulose synthase, expressed"
"LOC_Os01g09880",0.0294782193399,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os01g09880",0.0294782193399,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os05g03174",0.0293707204444,"--","None","glycosyltransferase family 43 protein, putative, expressed"
"LOC_Os05g03174",0.0293707204444,"--","None","glycosyltransferase family 43 protein, putative, expressed"
"LOC_Os05g04500",0.0292546670898,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04500",0.0292546670898,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os08g40060",0.0283198058654,"--","None","expressed protein"
"LOC_Os08g40060",0.0283198058654,"--","None","expressed protein"
"LOC_Os10g40620",0.0269096211143,"--","None","expressed protein"
"LOC_Os10g40620",0.0269096211143,"--","None","expressed protein"
"LOC_Os09g32080",0.026287008214,"bc15|OsCTL1","None","CHIT13 - Chitinase family protein precursor, expressed"
"LOC_Os09g32080",0.026287008214,"bc15|OsCTL1","None","CHIT13 - Chitinase family protein precursor, expressed"
"LOC_Os07g44090",0.0250384867279,"--","None","myb-related protein Hv33, putative, expressed"
"LOC_Os07g44090",0.0250384867279,"--","None","myb-related protein Hv33, putative, expressed"
"LOC_Os09g36350",0.0247775871443,"--","None","endoglucanase, putative, expressed"
"LOC_Os09g36350",0.0247775871443,"--","None","endoglucanase, putative, expressed"
"LOC_Os03g29920",0.0236881290783,"--","None","proline-rich protein, putative, expressed"
"LOC_Os03g29920",0.0236881290783,"--","None","proline-rich protein, putative, expressed"
"LOC_Os10g32980",0.0232742003,"OsCesA7","None","CESA7 - cellulose synthase, expressed"
"LOC_Os10g32980",0.0232742003,"OsCesA7","None","CESA7 - cellulose synthase, expressed"
"LOC_Os02g33550",0.0230661623234,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os02g33550",0.0230661623234,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os07g27810",0.0228966720363,"--","None","fiber protein Fb34, putative, expressed"
"LOC_Os07g27810",0.0228966720363,"--","None","fiber protein Fb34, putative, expressed"
"LOC_Os04g33450",0.0228789469996,"--","None","expressed protein"
"LOC_Os04g33450",0.0228789469996,"--","None","expressed protein"
"LOC_Os06g17390",0.0228452847442,"--","None","auxin-independent growth promoter protein, putative, expressed"
"LOC_Os06g17390",0.0228452847442,"--","None","auxin-independent growth promoter protein, putative, expressed"
"LOC_Os03g14030",0.0227411952463,"--","None","thaumatin, putative, expressed"
"LOC_Os03g14030",0.0227411952463,"--","None","thaumatin, putative, expressed"
"LOC_Os05g32500",0.0223752449469,"--","None","expressed protein"
"LOC_Os05g32500",0.0223752449469,"--","None","expressed protein"
"LOC_Os01g22640",0.0221797606916,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os01g22640",0.0221797606916,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os03g63540",0.021399027564,"--","None","lysine-rich arabinogalactan protein 19 precursor, putative, expressed"
"LOC_Os03g63540",0.021399027564,"--","None","lysine-rich arabinogalactan protein 19 precursor, putative, expressed"
"LOC_Os10g16974",0.0210021275977,"--","None","cytochrome P450, putative, expressed"
"LOC_Os10g16974",0.0210021275977,"--","None","cytochrome P450, putative, expressed"
"LOC_Os01g67090",0.0209369673586,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os01g67090",0.0209369673586,"--","None","IQ calmodulin-binding motif domain containing protein, expressed"
"LOC_Os01g18240",0.0207437576381,"MYB61|OsMYB61","None","MYB family transcription factor, putative, expressed"
"LOC_Os01g18240",0.0207437576381,"MYB61|OsMYB61","None","MYB family transcription factor, putative, expressed"
"LOC_Os09g13650",0.0207065680904,"--","None","microtubule-associated protein, putative, expressed"
"LOC_Os09g13650",0.0207065680904,"--","None","microtubule-associated protein, putative, expressed"
"LOC_Os03g60340",0.0206510447472,"--","None","leaf senescence related protein, putative, expressed"
"LOC_Os03g60340",0.0206510447472,"--","None","leaf senescence related protein, putative, expressed"
"LOC_Os04g26870",0.0202930066545,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os04g26870",0.0202930066545,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os06g06250",0.0201358228656,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os06g06250",0.0201358228656,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os05g32110",0.0197180599495,"OsBC1L4","None","COBRA, putative, expressed"
"LOC_Os03g56380",0.0192185234145,"--","None","methyltransferase, putative, expressed"
"LOC_Os02g16030",0.019009458314,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os01g70200",0.0188426254252,"OsIRX10","None","exostosin family domain containing protein, expressed"
"LOC_Os04g16970",0.018712867156,"OsCTR1","None","zinc finger, C3HC4 type domain containing protein, expressed"
"LOC_Os02g40100",0.018669521616,"--","None","plant protein of unknown function DUF869 domain containing protein, expressed"
"LOC_Os05g04820",0.0183966520515,"OsMYB2P-1","None","MYB family transcription factor, putative, expressed"
"LOC_Os04g52370",0.0183495992274,"--","None","UTP--glucose-1-phosphate uridylyltransferase, putative, expressed"
"LOC_Os04g33990",0.0183173437363,"--","None","harpin-induced protein 1 domain containing protein, expressed"
"LOC_Os07g10770",0.0175172883814,"OsCesA8","None","CESA8 - cellulose synthase, expressed"
"LOC_Os03g18370",0.0174204509791,"--","None","MRH1, putative, expressed"
