"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os10g41490",1,"SAPK3|REK","None","CAMK_CAMK_like.41 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"LOC_Os04g58570",0.00296165368473,"--","None","C2 domain containing protein, putative, expressed"
"LOC_Os04g12010",0.00293319628016,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os09g10840",0.00257171100535,"--","None","transcription factor, putative, expressed"
"LOC_Os04g28870",0.00243912883225,"--","None","dehydrogenase, putative, expressed"
"LOC_Os01g11910",0.00203950804638,"--","None","basic helix-loop-helix, putative, expressed"
"LOC_Os02g36350",0.00200169300063,"--","None","expressed protein"
"LOC_Os03g25330",0.00198627937948,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os09g33830",0.00196499158326,"--","None","solute carrier family 35 member F1, putative, expressed"
"LOC_Os08g01710",0.00191478891031,"--","None","GLTP domain containing protein, putative, expressed"
"LOC_Os05g51780",0.0017900873987,"--","None","zinc finger, C3HC4 type domain containing protein, expressed"
"LOC_Os07g01410",0.00178986730719,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g19910",0.00178340456808,"--","None","transferase family protein, putative, expressed"
"LOC_Os06g28550",0.00171702138899,"--","None","nmrA-like family domain containing protein, expressed"
"LOC_Os03g01700",0.0017164739477,"Lsi2|OsLsi2","None","expressed protein"
"LOC_Os08g37250",0.00170718882573,"--","None","patatin, putative, expressed"
"LOC_Os11g05480",0.00169207485921,"OsbZIP79|OsTGA911","None","transcription factor, putative, expressed"
"LOC_Os03g20420",0.00167902451904,"--","None","alpha-N-arabinofuranosidase A, putative, expressed"
"LOC_Os08g14830",0.00167526324728,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os08g14760",0.00167502847486,"Os4CL1","None","AMP-binding domain containing protein, expressed"
"LOC_Os08g16050",0.00161809965025,"--","None","tetraspanin family protein, putative, expressed"
"LOC_Os05g16930",0.00159724964895,"--","None","protein kinase domain containing protein, expressed"
"LOC_Os07g43670",0.00156977247872,"--","None","ribonuclease T2 family domain containing protein, expressed"
"LOC_Os01g09080",0.00154961779722,"--","None","WRKY107, expressed"
"LOC_Os09g39070",0.00153161215597,"--","None","thiol protease SEN102 precursor, putative, expressed"
"LOC_Os07g23944",0.00152427926739,"--","None","glycosyl hydrolase, family 31, putative, expressed"
"LOC_Os01g74110",0.001520017009,"OsZIP1","None","metal cation transporter, putative, expressed"
"LOC_Os12g44230",0.00151279369684,"--","None","expressed protein"
"LOC_Os10g01640",0.00149397153122,"--","None","decarboxylase, putative, expressed"
"LOC_Os11g24780",0.00149037071572,"--","None","expressed protein"
"LOC_Os06g47700",0.00145597544595,"--","None","serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed"
"LOC_Os01g18744",0.00144253952834,"--","None","transferase family protein, putative, expressed"
"LOC_Os05g20930",0.00141537702275,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os11g42960",0.00141443476749,"--","None","integral membrane protein TIGR01569 containing protein, expressed"
"LOC_Os02g10140",0.00139077051821,"--","None","bZIP transcription factor domain containing protein, expressed"
"LOC_Os02g25020",0.00138478170559,"--","None","DNA binding protein, putative, expressed"
"LOC_Os05g33110",0.00138255733506,"--","None","endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed"
"LOC_Os12g16010",0.00138243060645,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os11g16960",0.00135726462605,"--","None","carnitine racemase like protein, putative, expressed"
"LOC_Os10g33440",0.0013533785651,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os08g44830",0.00134919093292,"--","None","ZOS8-14 - C2H2 zinc finger protein, expressed"
"LOC_Os04g50030",0.00134797972273,"--","None","DNA binding protein, putative, expressed"
"LOC_Os01g24550",0.00134240318308,"--","None","fruit bromelain precursor, putative, expressed"
"LOC_Os02g03900",0.00133989652786,"Nrat1","None","metal transporter Nramp6, putative, expressed"
"LOC_Os08g44220",0.00131911305327,"--","None","GLTP domain containing protein, putative, expressed"
"LOC_Os03g21730",0.00131400300741,"--","None","receptor-like protein kinase precursor, putative, expressed"
"LOC_Os06g28124",0.0013085294882,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os05g20100",0.00129072210361,"--","None","glycerol-3-phosphate acyltransferase, putative, expressed"
"LOC_Os01g40870",0.00128780327049,"--","None","aldehyde dehydrogenase, putative, expressed"
"LOC_Os01g24560",0.00128002858563,"--","None","fruit bromelain precursor, putative, expressed"
"LOC_Os12g42200",0.00126312258967,"--","None","ATCHX, putative, expressed"
"LOC_Os01g68730",0.00126275282511,"--","None","RNA-binding protein FUS, putative, expressed"
"LOC_Os02g03270",0.00126053490489,"--","None","AT hook motif domain containing protein, expressed"
"LOC_Os03g63900",0.00125566038127,"--","None","1-aminocyclopropane-1-carboxylate oxidase 2, putative, expressed"
"LOC_Os06g22290",0.00124670127448,"--","None","legume lectins beta domain containing protein, expressed"
"LOC_Os05g11130",0.0012454406235,"CYP90D3","None","cytochrome P450, putative, expressed"
"LOC_Os01g33810",0.00124540777098,"--","None","disease resistance protein RPM1, putative, expressed"
"LOC_Os02g47780",0.0012316491137,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os05g48660",0.00121824511337,"--","None","MRH1, putative, expressed"
"LOC_Os02g56510",0.00120513779729,"OsPHO1;2","None","phosphate transporter 1, putative, expressed"
"LOC_Os05g19570",0.00120450084076,"--","None","expansin precursor, putative, expressed"
"LOC_Os12g08270",0.00119970746944,"--","None","inositol-1-monophosphatase, putative, expressed"
"LOC_Os11g04350",0.00118974226253,"--","None","cell death associated protein, putative, expressed"
"LOC_Os02g18930",0.00117903080277,"OsCBL8","None","calcineurin B, putative, expressed"
"LOC_Os04g38860",0.00117547874548,"--","None","expressed protein"
"LOC_Os05g41090",0.00117498235359,"OsCCaMK|OsDMI3","None","CAMK_CAMK_like_CG18020d.1 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"LOC_Os01g59570",0.00117274973887,"--","None","senescence-induced receptor-like serine/threonine-protein kinase precursor, putative, expressed"
"LOC_Os09g38800",0.00115698650428,"--","None","OsWAK88 - OsWAK pseudogene, expressed"
"LOC_Os05g04440",0.00115620242512,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os02g01890",0.00112811659539,"--","None","cytochrome P450, putative, expressed"
"LOC_Os07g34110",0.00112429634421,"OsCLIP","None","integral membrane protein DUF6 containing protein, expressed"
"LOC_Os12g15920",0.00111754605441,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os01g24600",0.00109949566297,"--","None","fruit bromelain precursor, putative, expressed"
"LOC_Os01g53800",0.00109929630027,"--","None","glutamate carboxypeptidase 2, putative, expressed"
"LOC_Os02g22190",0.00109356270576,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os03g37130",0.00109158881345,"--","None","ATPAP18/PAP18, putative, expressed"
"LOC_Os06g12410",0.00108841166226,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os01g68720",0.00108596769206,"--","None","keratin, type I cytoskeletal 9, putative, expressed"
"LOC_Os04g53560",0.00108478779604,"--","None","expressed protein"
"LOC_Os03g56090",0.00108470280031,"--","None","MYB family transcription factor, putative, expressed"
"LOC_Os01g27390",0.00108229368232,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os12g41910",0.00108207185603,"--","None","BTBN25 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os04g35750",0.00106698546888,"--","None","expressed protein"
"LOC_Os07g05190",0.00106064290216,"--","None","leucine-rich repeat family protein, putative, expressed"
"LOC_Os03g58420",0.00104684387554,"OsWRKY6","None","WRKY6, expressed"
"LOC_Os11g43590",0.0010462624139,"--","None","kelch repeat protein, putative, expressed"
"LOC_Os01g24570",0.00103932608993,"--","None","fruit bromelain precursor, putative, expressed"
"LOC_Os07g07790",0.00103819653422,"--","None","LTPL75 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os07g40020",0.00102989762423,"--","None","GRAS family transcription factor domain containing protein, expressed"
"LOC_Os11g31090",0.00102917460497,"--","None","transferase family protein, putative, expressed"
"LOC_Os03g21160",0.00102445701438,"--","None","RNA-binding zinc finger protein, putative, expressed"
"LOC_Os05g34325",0.0010213125513,"--","None","cytochrome P450 51, putative, expressed"
"LOC_Os10g25150",0.00101765315936,"--","None","expressed protein"
"LOC_Os03g09980",0.00100829073613,"--","None","sulfate transporter, putative, expressed"
"LOC_Os01g37000",0.000999356202701,"--","None","carboxyl-terminal peptidase, putative, expressed"
"LOC_Os08g42170",0.000994358690228,"--","None","zinc transporter 2 precursor, putative, expressed"
"LOC_Os06g05990",0.000991667792736,"--","None","zinc finger family protein, putative, expressed"
"LOC_Os01g18660",0.00098675870561,"--","None","aminotransferase, putative, expressed"
"LOC_Os12g04320",0.00098591525469,"--","None","sulfotransferase domain containing protein, expressed"
"LOC_Os03g17350",0.000980784451257,"Rcn1|OsABCG5","None","white-brown complex homolog protein, putative, expressed"
"LOC_Os02g30810",0.000979554364072,"--","None","OsSAUR10 - Auxin-responsive SAUR gene family member, expressed"
