"gene","weight","symbol","alias","annotation"
"LOC_Os02g33780",1,"--","None","serine-aspartate repeat-containing protein I precursor, putative, expressed"
"LOC_Os05g20930",0.0343289395967,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os05g20930",0.0343289395967,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os07g01440",0.033498903958,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os07g01440",0.033498903958,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os05g04440",0.0324633906934,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04440",0.0324633906934,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os02g25020",0.0308138531224,"--","None","DNA binding protein, putative, expressed"
"LOC_Os02g25020",0.0308138531224,"--","None","DNA binding protein, putative, expressed"
"LOC_Os03g14150",0.0289423217893,"--","None","expressed protein"
"LOC_Os03g14150",0.0289423217893,"--","None","expressed protein"
"LOC_Os04g58760",0.0280168603663,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os04g58760",0.0280168603663,"OsCASP1","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os03g43400",0.0279871662751,"OsIAA11","None","OsIAA11 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os03g43400",0.0279871662751,"OsIAA11","None","OsIAA11 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os12g15920",0.0275050029239,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os12g15920",0.0275050029239,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os05g04470",0.0273039491296,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04470",0.0273039491296,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os02g43660",0.0271258318633,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os02g43660",0.0271258318633,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os05g19570",0.0270934225324,"--","None","expansin precursor, putative, expressed"
"LOC_Os05g19570",0.0270934225324,"--","None","expansin precursor, putative, expressed"
"LOC_Os02g02370",0.0258214250422,"--","None","myb-like DNA-binding domain containing protein, putative, expressed"
"LOC_Os02g02370",0.0258214250422,"--","None","myb-like DNA-binding domain containing protein, putative, expressed"
"LOC_Os01g15810",0.0249320353297,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os01g15810",0.0249320353297,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os01g48850",0.0248544141414,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os01g48850",0.0248544141414,"--","None","auxin-responsive protein, putative, expressed"
"LOC_Os03g22600",0.023905556327,"WIN1","None","BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os03g22600",0.023905556327,"WIN1","None","BTBN6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os10g39170",0.0232702116218,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os10g39170",0.0232702116218,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04450",0.0227671613053,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g04450",0.0227671613053,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os10g11730",0.0224721025818,"--","None","LTPL88 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os10g11730",0.0224721025818,"--","None","LTPL88 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os03g18640",0.0223628958491,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os03g18640",0.0223628958491,"--","None","laccase precursor protein, putative, expressed"
"LOC_Os07g07790",0.0215689368142,"--","None","LTPL75 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os07g07790",0.0215689368142,"--","None","LTPL75 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os03g25330",0.0215575158727,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g25330",0.0215575158727,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g43410",0.0213377466786,"OsIAA12","None","OsIAA12 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os03g43410",0.0213377466786,"OsIAA12","None","OsIAA12 - Auxin-responsive Aux/IAA gene family member, expressed"
"LOC_Os12g16010",0.0212015679965,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os12g16010",0.0212015679965,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os03g05500",0.0211267975332,"--","None","DUF260 domain containing protein, putative, expressed"
"LOC_Os03g05500",0.0211267975332,"--","None","DUF260 domain containing protein, putative, expressed"
"LOC_Os10g40430",0.020260186535,"--","None","LTPL139 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os10g40430",0.020260186535,"--","None","LTPL139 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"LOC_Os04g28990",0.020192866763,"--","None","dehydrogenase, putative, expressed"
"LOC_Os04g28990",0.020192866763,"--","None","dehydrogenase, putative, expressed"
"LOC_Os08g42030",0.0200669815558,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os08g42030",0.0200669815558,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os07g48390",0.0200200616078,"--","None","proline-rich protein, putative, expressed"
"LOC_Os07g48390",0.0200200616078,"--","None","proline-rich protein, putative, expressed"
"LOC_Os10g38880",0.0199960945102,"--","None","DUF623 domain containing protein, expressed"
"LOC_Os04g41970",0.0199024294312,"OsGLU3|RT","None","endoglucanase, putative, expressed"
"LOC_Os04g53710",0.0198192501945,"--","None","plastocyanin-like domain containing protein, putative, expressed"
"LOC_Os04g28870",0.0197593240582,"--","None","dehydrogenase, putative, expressed"
"LOC_Os03g05140",0.0196573398536,"--","None","receptor-like protein kinase 2 precursor, putative, expressed"
