"gene","weight","symbol","alias","annotation"
"LOC_Os08g33920",1,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os02g48660",0.166294398238,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g48660",0.166294398238,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g40880",0.159801135785,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.159801135785,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os08g02410",0.152934407651,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.152934407651,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g44480",0.15225925386,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.15225925386,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os03g58050",0.14702680023,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.14702680023,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os05g06310",0.145385712353,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.145385712353,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g38520",0.144513098187,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os05g38520",0.144513098187,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os08g06040",0.139908176151,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g06040",0.139908176151,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os03g22340",0.134869448212,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os03g22340",0.134869448212,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os01g22490",0.130088715278,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.130088715278,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os03g37970",0.129739338976,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.129739338976,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os02g47140",0.129386268261,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g47140",0.129386268261,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os05g39960",0.126348404975,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os05g39960",0.126348404975,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os08g13690",0.123039554713,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os08g13690",0.123039554713,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os10g32920",0.122417784255,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os10g32920",0.122417784255,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os07g47710",0.122334515036,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os07g47710",0.122334515036,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os01g09510",0.121598025636,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os01g09510",0.121598025636,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os08g41300",0.121164717145,"rpL32_8.1","None","60S ribosomal protein L32, putative, expressed"
"LOC_Os08g41300",0.121164717145,"rpL32_8.1","None","60S ribosomal protein L32, putative, expressed"
"LOC_Os10g27174",0.120340618838,"--","None","40S ribosomal protein S28, putative, expressed"
"LOC_Os10g27174",0.120340618838,"--","None","40S ribosomal protein S28, putative, expressed"
"LOC_Os08g02340",0.120150727052,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os08g02340",0.120150727052,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os05g11710",0.117744377759,"--","None","ribosomal protein L5, putative, expressed"
"LOC_Os05g11710",0.117744377759,"--","None","ribosomal protein L5, putative, expressed"
"LOC_Os02g13530",0.117332018803,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os02g13530",0.117332018803,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os03g04750",0.116949517656,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os03g04750",0.116949517656,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os07g10720",0.115830411062,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os07g10720",0.115830411062,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os04g28180",0.112854144658,"--","None","ribosomal protein, putative, expressed"
"LOC_Os04g28180",0.112854144658,"--","None","ribosomal protein, putative, expressed"
"LOC_Os03g04590",0.11265307869,"--","None","ribosomal protein, putative, expressed"
"LOC_Os03g04590",0.11265307869,"--","None","ribosomal protein, putative, expressed"
"LOC_Os01g48770",0.112148682467,"--","None","60S ribosomal protein L37a, putative, expressed"
"LOC_Os01g48770",0.112148682467,"--","None","60S ribosomal protein L37a, putative, expressed"
"LOC_Os08g23710",0.111428296121,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.111428296121,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os02g18380",0.110835578455,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os02g18380",0.110835578455,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os10g08930",0.110378800689,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os10g08930",0.110378800689,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os03g29460",0.110044112058,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os03g29460",0.110044112058,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os02g54470",0.109467814889,"--","None","60S ribosomal protein L35a-3, putative, expressed"
"LOC_Os02g54470",0.109467814889,"--","None","60S ribosomal protein L35a-3, putative, expressed"
"LOC_Os03g22460",0.107313618865,"--","None","expressed protein"
"LOC_Os03g22460",0.107313618865,"--","None","expressed protein"
"LOC_Os02g56990",0.106945547399,"--","None","ribosomal protein L37, putative, expressed"
"LOC_Os02g56990",0.106945547399,"--","None","ribosomal protein L37, putative, expressed"
"LOC_Os03g18570",0.106840594772,"--","None","40S ribosomal protein S7, putative, expressed"
"LOC_Os03g18570",0.106840594772,"--","None","40S ribosomal protein S7, putative, expressed"
"LOC_Os05g48320",0.105374377999,"--","None","60S ribosomal protein L37a, putative, expressed"
"LOC_Os05g48320",0.105374377999,"--","None","60S ribosomal protein L37a, putative, expressed"
