"gene","weight","symbol","alias","annotation"
"LOC_Os04g02354",1,"--","None","expressed protein"
"LOC_Os12g05430",0.00164460515125,"--","None","ribosomal protein L24, putative, expressed"
"LOC_Os08g01859",0.00162036586012,"--","None","ribosomal protein L30 containing protein, expressed"
"LOC_Os04g58055",0.00139785081057,"--","None","expressed protein"
"LOC_Os12g03090",0.00139559488815,"--","None","ribosomal protein, putative, expressed"
"LOC_Os11g03400",0.00136401113251,"OsRP1","None","ribosomal protein, putative, expressed"
"LOC_Os03g29460",0.00133660742581,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os03g04750",0.00129927755722,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os10g40410",0.00128822351416,"--","None","expressed protein"
"LOC_Os02g47140",0.00126715900554,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os10g41470",0.00126378426088,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os04g02830",0.00125979300393,"--","None","expressed protein"
"LOC_Os02g13530",0.00121958424109,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os12g40115",0.00119305776398,"--","None","expressed protein"
"LOC_Os05g06310",0.00118785211072,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os08g44480",0.00118630134665,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os01g60790",0.00118600929311,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os07g08330",0.00116061129807,"--","None","ribosomal protein L4, putative, expressed"
"LOC_Os04g39700",0.00115825267652,"--","None","60S ribosomal protein L6, putative, expressed"
"LOC_Os07g31300",0.00115156289799,"--","None","ATP synthase delta chain, mitochondrial precursor, putative, expressed"
"LOC_Os08g02400",0.0011515523,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os07g47420",0.00114907564381,"--","None","60S ribosome subunit biogenesis protein NIP7, putative, expressed"
"LOC_Os03g46730",0.00113406423905,"--","None","expressed protein"
"LOC_Os02g37862",0.00111216341708,"--","None","60S ribosomal protein L6, putative, expressed"
"LOC_Os08g02410",0.00108270022852,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os07g42170",0.00108129838629,"--","None","60S ribosomal protein, putative, expressed"
"LOC_Os02g18380",0.0010615650884,"--","None","60S ribosomal protein L27-3, putative, expressed"
"LOC_Os01g22490",0.00105684842687,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os11g05370",0.0010499170961,"--","None","60S ribosomal protein L26-1, putative, expressed"
"LOC_Os03g58050",0.00104611821645,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g01900",0.00104349092347,"--","None","40S ribosomal protein S17, putative, expressed"
"LOC_Os08g23710",0.00100294576566,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os04g50990",0.000995137135047,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g38190",0.000987074579392,"--","None","expressed protein"
"LOC_Os12g38000",0.000981080258281,"--","None","60S ribosomal protein L8, putative, expressed"
"LOC_Os05g11710",0.000962999413656,"--","None","ribosomal protein L5, putative, expressed"
"LOC_Os01g13080",0.000956761548323,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os02g40514",0.000945025857274,"--","None","h/ACA ribonucleoprotein complex subunit 3, putative, expressed"
"LOC_Os10g08930",0.000941642551255,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os07g08660",0.000932446018711,"--","None","40S ribosomal protein S15, putative, expressed"
"LOC_Os06g02510",0.000908268303388,"--","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g59310",0.00090229901683,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g44100",0.000896753020101,"--","None","expressed protein"
"LOC_Os02g07890",0.000877473727472,"--","None","60S ribosomal protein L27a-3, putative, expressed"
