"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os05g33100",1,"--","None","endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed"
"LOC_Os04g17479",0.00520065608378,"--","None","expressed protein"
"LOC_Os06g22380",0.00358303647073,"--","None","expressed protein"
"LOC_Os06g12170",0.00254201693816,"--","None","expressed protein"
"LOC_Os06g38320",0.00249580632146,"--","None","expressed protein"
"LOC_Os07g13234",0.00245358605157,"--","None","expressed protein"
"LOC_Os01g51370",0.00237502635085,"--","None","expressed protein"
"LOC_Os06g38210",0.00233780475236,"--","None","expressed protein"
"LOC_Os01g71630",0.00217390059444,"--","None","expressed protein"
"LOC_Os02g14800",0.00184318170305,"--","None","expressed protein"
"LOC_Os03g08284",0.00181697108593,"--","None","expressed protein"
"LOC_Os08g45070",0.00180492875712,"--","None","expressed protein"
"LOC_Os09g32620",0.00179266321822,"--","None","dehydrogenase, putative, expressed"
"LOC_Os03g52230",0.00171925812889,"--","None","dynamin-2B, putative, expressed"
"LOC_Os11g17290",0.00170190711675,"--","None","expressed protein"
"LOC_Os12g27370",0.0015635808481,"--","None","expressed protein"
"LOC_Os07g40974",0.0014610167767,"--","None","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"LOC_Os03g09020",0.00139207305804,"--","None","dehydrogenase, putative, expressed"
"LOC_Os03g39860",0.00137018876812,"--","None","acyl carrier protein, putative, expressed"
"LOC_Os03g21664",0.00135235667192,"--","None","expressed protein"
"LOC_Os07g39114",0.00135204333673,"--","None","expressed protein"
"LOC_Os05g47446",0.00126286306821,"OsPDCD5","None","expressed protein"
"LOC_Os04g26920",0.00122276386204,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os01g25920",0.0012215483932,"--","None","expressed protein"
"LOC_Os03g01940",0.00109419712804,"--","None","expressed protein"
"LOC_Os02g38780",0.00109412235484,"--","None","protein phosphatase 2C containing protein, expressed"
"LOC_Os05g48500",0.000971743148319,"OsNINJA1","None","expressed protein"
"LOC_Os06g22394",0.000952219555011,"--","None","expressed protein"
"LOC_Os01g12340",0.000950420859927,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os05g46954",0.000941699488716,"--","None","expressed protein"
"LOC_Os12g02589",0.000940744541452,"--","None","hydrolase, alpha/beta fold family protein, putative, expressed"
"LOC_Os06g08884",0.000931747634828,"--","None","expressed protein"
"LOC_Os08g26700",0.000915633016778,"--","None","expressed protein"
"LOC_Os09g19820",0.000895913494909,"--","None","aminopeptidase, putative, expressed"
"LOC_Os11g29720",0.000879320571202,"--","None","cytochrome P450, putative, expressed"
"LOC_Os10g37880",0.00087194982802,"--","None","oxidoreductase, putative, expressed"
"LOC_Os12g36400",0.000860742363564,"--","None","transposon protein, putative, Pong sub-class, expressed"
"LOC_Os12g16280",0.000846815993614,"--","None","expressed protein"
"LOC_Os07g10070",0.000829575558327,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os10g13694",0.000815029420502,"--","None","expressed protein"
"LOC_Os09g17049",0.000811817967126,"--","None","expressed protein"
"LOC_Os05g10570",0.000801652190527,"--","None","expressed protein"
"LOC_Os07g26000",0.000799455519606,"--","None","OsFBX235 - F-box domain containing protein, expressed"
"LOC_Os12g16350",0.000798946214504,"--","None","enoyl-CoA hydratase/isomerase family protein, putative, expressed"
"LOC_Os01g14770",0.000766045367543,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os04g52660",0.000754675182331,"--","None","expressed protein"
"LOC_Os01g70210",0.000741793505829,"--","None","CRAL/TRIO domain containing protein, expressed"
"LOC_Os02g06790",0.000739825211109,"--","None","expressed protein"
"LOC_Os08g07774",0.000721103685521,"--","None","disease resistance protein RPM1, putative, expressed"
"LOC_Os07g12570",0.00071306368106,"--","None","expressed protein"
"LOC_Os11g06934",0.000708754812292,"--","None","expressed protein"
"LOC_Os06g08720",0.000705769311925,"--","None","OsSCP32 - Putative Serine Carboxypeptidase homologue, expressed"
"LOC_Os05g34260",0.000693658755981,"--","None","transposon protein, putative, Ac/Ds sub-class, expressed"
"LOC_Os03g31170",0.000693121274197,"--","None","inosine-uridine preferring nucleoside hydrolase family protein, putative, expressed"
"LOC_Os02g13170",0.000686919894922,"--","None","mitochondrial carrier protein, putative, expressed"
"LOC_Os10g20380",0.00066989940514,"--","None","uncharacterized transporter C11D3.06, putative, expressed"
"LOC_Os05g36994",0.000665213809222,"--","None","expressed protein"
