"gene","weight","symbol","alias","annotation"
"LOC_Os09g04730",1,"--","None","dehydrogenase/reductase SDR family member 2, putative, expressed"
"LOC_Os06g02220",0.00442103044201,"OsMTN","None","MTA/SAH nucleosidase, putative, expressed"
"LOC_Os09g32810",0.00372691309483,"--","None","ribulose-phosphate 3-epimerase, putative, expressed"
"LOC_Os07g31490",0.00228766007326,"--","None","expressed protein"
"LOC_Os08g06430",0.00192769999747,"--","None","mitochondrial NADH-ubiquinone oxidoreductase, putative, expressed"
"LOC_Os08g45210",0.00182405004185,"--","None","Mpv17 / PMP22 family domain containing protein, expressed"
"LOC_Os01g01369",0.00179463763729,"--","None","3-beta-hydroxysteroid-Delta-isomerase, putative, expressed"
"LOC_Os09g32800",0.00154626749215,"--","None","peptidase, T1 family, putative, expressed"
"LOC_Os05g46450",0.00154304871569,"--","None","fiber protein Fb11, putative, expressed"
"LOC_Os07g10256",0.00153923934602,"--","None","mitosis protein dim1, putative, expressed"
"LOC_Os04g10240",0.00151937405359,"--","None","nicotiana lesion-inducing like, putative, expressed"
"LOC_Os02g48610",0.00136633589714,"--","None","mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"LOC_Os03g61960",0.00129632083841,"--","None","2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
"LOC_Os03g48930",0.00127440250435,"--","None","peptidase, T1 family, putative, expressed"
"LOC_Os01g42880",0.00121458955803,"--","None","transferase family protein, putative, expressed"
"LOC_Os04g35300",0.00118818745773,"--","None","SLL1 protein, putative, expressed"
"LOC_Os07g44650",0.00118606642934,"--","None","LYR motif containing protein, putative, expressed"
"LOC_Os06g43570",0.00117400072203,"--","None","peptidase, T1 family, putative, expressed"
"LOC_Os04g02830",0.00115924101042,"--","None","expressed protein"
"LOC_Os04g58570",0.00115668541139,"--","None","C2 domain containing protein, putative, expressed"
"LOC_Os11g42960",0.00107132518788,"--","None","integral membrane protein TIGR01569 containing protein, expressed"
"LOC_Os01g17190",0.00106496663662,"OsCam3","None","OsCam3 - Calmodulin, expressed"
"LOC_Os03g59220",0.00106342842709,"--","None","cytochrome b-c1 complex subunit 7, putative, expressed"
"LOC_Os05g03150",0.00103742850561,"OsBLE1","None","expressed protein"
"LOC_Os02g02940",0.00102793526549,"--","None","succinate dehydrogenase subunit 3, putative, expressed"
"LOC_Os05g33210",0.00102425109458,"--","None","cytochrome b-c1 complex subunit 9, putative, expressed"
"LOC_Os10g42540",0.000994416145732,"--","None","expressed protein"
"LOC_Os09g33986",0.000978085133739,"--","None","peptidase, T1 family, putative, expressed"
"LOC_Os08g31830",0.000971639031457,"--","None","UPF0041 domain containing protein, putative, expressed"
"LOC_Os11g29370",0.000967716454649,"OsDEP","None","haloacid dehalogenase-like hydrolase family protein, putative, expressed"
"LOC_Os01g01307",0.000950870240371,"--","None","translocon-associated protein beta domain containing protein, expressed"
"LOC_Os01g73990",0.000942181001868,"--","None","cytochrome b5-like Heme/Steroid binding domain containing protein, expressed"
"LOC_Os11g04020",0.000937532016073,"TOM1|OsZIFL4","None","major facilitator superfamily antiporter, putative, expressed"
"LOC_Os05g43360",0.000910613042186,"--","None","NADH dehydrogenase flavoprotein 2, mitochondrial precursor, putative, expressed"
"LOC_Os08g44460",0.000907869234513,"IF1-1","None","expressed protein"
"LOC_Os09g39550",0.000881878461007,"IF1-2","None","expressed protein"
"LOC_Os03g19890",0.000881428376363,"--","None","NADH dehydrogenase 1 alpha subcomplex subunit 5, putative, expressed"
"LOC_Os02g44080",0.000881123043299,"--","None","aquaporin protein, putative, expressed"
"LOC_Os02g42320",0.00087077830688,"--","None","peptidase, T1 family, putative, expressed"
"LOC_Os04g59040",0.000865956182609,"--","None","soluble inorganic pyrophosphatase, putative, expressed"
"LOC_Os07g39710",0.0008638049191,"--","None","NADH dehydrogenase iron-sulfur protein 4, mitochondrial precursor, putative, expressed"
"LOC_Os06g44374",0.000862464174472,"--","None","protein transport protein SEC61 subunit gamma, putative, expressed"
"LOC_Os06g05080",0.000844682447901,"--","None","cytochrome c oxidase subunit 5B, mitochondrial precursor, putative, expressed"
"LOC_Os08g33460",0.000837517274815,"--","None","expressed protein"
"LOC_Os03g22950",0.000837507473094,"--","None","acyl carrier protein, putative, expressed"
