"gene","weight","symbol","alias","annotation"
"LOC_Os09g32976",1,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.179234305226,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.179234305226,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os02g01560",0.173600154845,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os02g01560",0.173600154845,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os05g06310",0.170530074838,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.170530074838,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os03g04750",0.166464207632,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os03g04750",0.166464207632,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os09g08430",0.164409966782,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os09g08430",0.164409966782,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os03g37970",0.153292402873,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.153292402873,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os08g13690",0.150755847805,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os08g13690",0.150755847805,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os01g22490",0.146375082518,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.146375082518,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os05g06770",0.141941187788,"--","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os05g06770",0.141941187788,"--","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os02g27760",0.14013129084,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os02g27760",0.14013129084,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os02g37862",0.139256866797,"--","None","60S ribosomal protein L6, putative, expressed"
"LOC_Os02g37862",0.139256866797,"--","None","60S ribosomal protein L6, putative, expressed"
"LOC_Os08g44480",0.138218910213,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.138218910213,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os10g08930",0.136576442,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os10g08930",0.136576442,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os03g58050",0.136399159805,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.136399159805,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os02g18550",0.133568339816,"--","None","40S ribosomal protein S3a, putative, expressed"
"LOC_Os02g18550",0.133568339816,"--","None","40S ribosomal protein S3a, putative, expressed"
"LOC_Os08g02410",0.131295756316,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.131295756316,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os04g28180",0.131163371236,"--","None","ribosomal protein, putative, expressed"
"LOC_Os04g28180",0.131163371236,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g56960",0.128959897796,"--","None","ribosomal protein, putative, expressed"
"LOC_Os02g56960",0.128959897796,"--","None","ribosomal protein, putative, expressed"
"LOC_Os06g02510",0.128184183283,"--","None","ribosomal protein L13, putative, expressed"
"LOC_Os06g02510",0.128184183283,"--","None","ribosomal protein L13, putative, expressed"
"LOC_Os12g38000",0.127813129375,"--","None","60S ribosomal protein L8, putative, expressed"
"LOC_Os12g38000",0.127813129375,"--","None","60S ribosomal protein L8, putative, expressed"
"LOC_Os05g49030",0.127160958501,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os05g49030",0.127160958501,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os03g40180",0.12627568531,"--","None","60S ribosomal protein L15, putative, expressed"
"LOC_Os03g40180",0.12627568531,"--","None","60S ribosomal protein L15, putative, expressed"
"LOC_Os07g10720",0.123367157032,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os07g10720",0.123367157032,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os07g08330",0.122618730322,"--","None","ribosomal protein L4, putative, expressed"
"LOC_Os07g08330",0.122618730322,"--","None","ribosomal protein L4, putative, expressed"
"LOC_Os08g03640",0.122527387921,"YK704","None","60S acidic ribosomal protein P0, putative, expressed"
"LOC_Os08g03640",0.122527387921,"YK704","None","60S acidic ribosomal protein P0, putative, expressed"
"LOC_Os03g59310",0.121734522113,"--","None","ribosomal protein, putative, expressed"
"LOC_Os03g59310",0.121734522113,"--","None","ribosomal protein, putative, expressed"
"LOC_Os03g27260",0.12087568979,"--","None","40S ribosomal protein S6, putative, expressed"
"LOC_Os03g27260",0.12087568979,"--","None","40S ribosomal protein S6, putative, expressed"
"LOC_Os01g54870",0.116055850647,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os01g54870",0.116055850647,"--","None","60S ribosomal protein L18a, putative, expressed"
"LOC_Os02g47140",0.115365866874,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g47140",0.115365866874,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os11g29190",0.11436144757,"--","None","40S ribosomal protein S5, putative, expressed"
"LOC_Os11g29190",0.11436144757,"--","None","40S ribosomal protein S5, putative, expressed"
"LOC_Os07g46750",0.113999413614,"--","None","elongation factor protein, putative, expressed"
"LOC_Os07g46750",0.113999413614,"--","None","elongation factor protein, putative, expressed"
"LOC_Os11g03400",0.11174896386,"OsRP1","None","ribosomal protein, putative, expressed"
"LOC_Os11g03400",0.11174896386,"OsRP1","None","ribosomal protein, putative, expressed"
"LOC_Os04g50990",0.111338884502,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os04g50990",0.111338884502,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g13530",0.111332469966,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os02g13530",0.111332469966,"--","None","40S ribosomal protein S24, putative, expressed"
"LOC_Os12g07010",0.110838775064,"--","None","ribosomal protein L3, putative, expressed"
"LOC_Os12g07010",0.110838775064,"--","None","ribosomal protein L3, putative, expressed"
