"gene","weight","symbol","alias","annotation"
"LOC_Os07g48020",1,"POX22.3","None","peroxidase precursor, putative, expressed"
"LOC_Os01g51570",0.0119513773803,"--","None","glycosyl hydrolases family 17, putative, expressed"
"LOC_Os10g40934",0.00847953926146,"--","None","flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
"LOC_Os06g38764",0.00609741126023,"--","None","expressed protein"
"LOC_Os01g71340",0.00591755321875,"--","None","glycosyl hydrolases family 17, putative, expressed"
"LOC_Os05g27010",0.0054527296284,"--","None","peptide transporter PTR3-A, putative, expressed"
"LOC_Os10g33140",0.0047142435612,"--","None","hcrVf2 protein, putative, expressed"
"LOC_Os01g73200",0.00353305981255,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os11g42970",0.00351449348617,"--","None","membrane associated DUF588 domain containing protein, putative, expressed"
"LOC_Os05g27050",0.00337727176286,"--","None","peptide transporter, putative, expressed"
"LOC_Os04g02754",0.00331734623609,"--","None","amidase family protein, putative, expressed"
"LOC_Os02g17534",0.00256400255545,"--","None","xyloglucan fucosyltransferase, putative, expressed"
"LOC_Os03g08999",0.00252776356535,"--","None","dehydrogenase, putative, expressed"
"LOC_Os01g73170",0.00211269382237,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os01g46169",0.00199200149434,"--","None","GDSL-like lipase/acylhydrolase, putative, expressed"
"LOC_Os03g46070",0.00176036382164,"TLP|PR5","None","thaumatin, putative, expressed"
"LOC_Os10g02480",0.00175794941127,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os12g43640",0.00156943266841,"--","None","receptor-like protein kinase HAIKU2 precursor, putative, expressed"
"LOC_Os02g13510",0.00152418416924,"--","None","receptor-like protein kinase 5 precursor, putative, expressed"
"LOC_Os01g22249",0.00143076024758,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os04g57850",0.00140401327336,"OsBIABP1|SLAC1|OsSLAC1","None","AMP-binding enzyme, putative, expressed"
"LOC_Os04g47780",0.00140021996723,"--","None","transmembrane amino acid transporter protein, putative, expressed"
"LOC_Os04g39350",0.00138284668072,"--","None","heavy metal associated domain containing protein, expressed"
"LOC_Os03g05620",0.00132441352167,"OsPht1;1|OsPT1","None","inorganic phosphate transporter, putative, expressed"
"LOC_Os07g10420",0.00128740285121,"--","None","expressed protein"
"LOC_Os08g39840",0.00126671671931,"OsHI-LOX|OsLOX9","None","lipoxygenase, chloroplast precursor, putative, expressed"
