"gene","weight","symbol","alias","annotation"
"LOC_Os02g54470",1,"--","None","60S ribosomal protein L35a-3, putative, expressed"
"LOC_Os05g38520",0.172470507857,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os05g38520",0.172470507857,"--","None","60S ribosomal protein L36-2, putative, expressed"
"LOC_Os08g02410",0.17135506687,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.17135506687,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os02g48660",0.16970300807,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g48660",0.16970300807,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g40880",0.168866985986,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.168866985986,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os03g58050",0.154634596474,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.154634596474,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os08g44480",0.153215622139,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.153215622139,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os05g06310",0.150620293377,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.150620293377,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os03g22340",0.148541808177,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os03g22340",0.148541808177,"--","None","60S ribosomal protein L22-2, putative, expressed"
"LOC_Os05g39960",0.146671350001,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os05g39960",0.146671350001,"--","None","40S ribosomal protein S26, putative, expressed"
"LOC_Os01g22490",0.146256221385,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.146256221385,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os03g37970",0.14556639535,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.14556639535,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os08g06040",0.143641963532,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g06040",0.143641963532,"--","None","60S ribosomal protein L34, putative, expressed"
"LOC_Os08g02340",0.143014267392,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os08g02340",0.143014267392,"--","None","60S acidic ribosomal protein, putative, expressed"
"LOC_Os10g32920",0.141685902339,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os10g32920",0.141685902339,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os03g22460",0.140358140651,"--","None","expressed protein"
"LOC_Os03g22460",0.140358140651,"--","None","expressed protein"
"LOC_Os02g30050",0.14020008549,"--","None","ribosomal protein L29, putative, expressed"
