"gene","weight","symbol","alias","annotation"
"LOC_Os07g46750",1,"--","None","elongation factor protein, putative, expressed"
"LOC_Os05g06310",0.195942429566,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os05g06310",0.195942429566,"--","None","60S ribosomal protein L18-3, putative, expressed"
"LOC_Os03g37970",0.18663262192,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os03g37970",0.18663262192,"OsiBBC1","None","ribosomal protein L13, putative, expressed"
"LOC_Os08g23710",0.180453949173,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g23710",0.180453949173,"--","None","ribosomal protein L7Ae, putative, expressed"
"LOC_Os08g02410",0.177716147125,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os08g02410",0.177716147125,"--","None","40S ribosomal protein S13, putative, expressed"
"LOC_Os03g58050",0.177293760658,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os03g58050",0.177293760658,"--","None","ribosomal protein S13p/S18e, putative, expressed"
"LOC_Os08g13690",0.175306677101,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os08g13690",0.175306677101,"--","None","60S ribosomal protein L7, putative, expressed"
"LOC_Os01g22490",0.172311980973,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os01g22490",0.172311980973,"OsUBI5|UBQ5|OsCCD4b","None","40S ribosomal protein S27a, putative, expressed"
"LOC_Os08g44480",0.171935302113,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os08g44480",0.171935302113,"--","None","40S ribosomal protein S25, putative, expressed"
"LOC_Os02g01560",0.169836047281,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os02g01560",0.169836047281,"--","None","40S ribosomal protein S4, putative, expressed"
"LOC_Os03g04750",0.166871243909,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os03g04750",0.166871243909,"--","None","60S ribosomal protein L21-2, putative, expressed"
"LOC_Os04g28180",0.160371705864,"--","None","ribosomal protein, putative, expressed"
"LOC_Os04g28180",0.160371705864,"--","None","ribosomal protein, putative, expressed"
"LOC_Os09g08430",0.156364678682,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os09g08430",0.156364678682,"--","None","ribosomal protein L22, putative, expressed"
"LOC_Os10g08930",0.153675696615,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os10g08930",0.153675696615,"--","None","S10/S20 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g40880",0.150872618886,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os02g40880",0.150872618886,"--","None","ribosomal protein L14, putative, expressed"
"LOC_Os10g32920",0.150627101767,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os10g32920",0.150627101767,"HLL","None","ribosomal protein, putative, expressed"
"LOC_Os07g10720",0.150173678918,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os07g10720",0.150173678918,"--","None","40S ribosomal protein S15a, putative, expressed"
"LOC_Os02g48660",0.148400771692,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g48660",0.148400771692,"--","None","60S ribosomal protein L31, putative, expressed"
"LOC_Os02g47140",0.145344816162,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g47140",0.145344816162,"--","None","L11 domain containing ribosomal protein, putative, expressed"
"LOC_Os02g27760",0.145101938956,"--","None","40S ribosomal protein S15a, putative, expressed"
