"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os06g42720",1,"--","None","amino acid transporter, putative, expressed"
"LOC_Os07g07540",0.0444439617639,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os07g07540",0.0444439617639,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os04g41340",0.0429488377308,"Os4NPP1","None","4-nitrophenylphosphatase, putative, expressed"
"LOC_Os04g41340",0.0429488377308,"Os4NPP1","None","4-nitrophenylphosphatase, putative, expressed"
"LOC_Os05g41640",0.0406469903808,"--","None","phosphoglycerate kinase protein, putative, expressed"
"LOC_Os05g41640",0.0406469903808,"--","None","phosphoglycerate kinase protein, putative, expressed"
"LOC_Os08g06530",0.0396155202524,"--","None","rubredoxin family protein, putative, expressed"
"LOC_Os08g06530",0.0396155202524,"--","None","rubredoxin family protein, putative, expressed"
"LOC_Os12g23180",0.0394174862519,"CSP41b|LGL1","None","3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
"LOC_Os12g23180",0.0394174862519,"CSP41b|LGL1","None","3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
"LOC_Os10g35030",0.038917743688,"--","None","IAP100, putative, expressed"
"LOC_Os10g35030",0.038917743688,"--","None","IAP100, putative, expressed"
"LOC_Os03g36750",0.0377061801671,"--","None","cbbY, putative, expressed"
"LOC_Os03g36750",0.0377061801671,"--","None","cbbY, putative, expressed"
"LOC_Os03g52840",0.0371225859883,"OsSHM1|OsSHMT1","None","serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
"LOC_Os03g52840",0.0371225859883,"OsSHM1|OsSHMT1","None","serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
"LOC_Os01g67120",0.0357578361274,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os01g67120",0.0357578361274,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os03g07300",0.035453918084,"RPE","None","ribulose-phosphate 3-epimerase, chloroplast precursor, putative, expressed"
"LOC_Os03g07300",0.035453918084,"RPE","None","ribulose-phosphate 3-epimerase, chloroplast precursor, putative, expressed"
"LOC_Os04g56400",0.0353356307845,"OsGS2|lambdaGS31","None","glutamine synthetase, catalytic domain containing protein, expressed"
"LOC_Os04g56400",0.0353356307845,"OsGS2|lambdaGS31","None","glutamine synthetase, catalytic domain containing protein, expressed"
"LOC_Os02g51080",0.0349785042527,"LYL1|OsChlP|OsGGR","None","FAD binding domain containing protein, expressed"
"LOC_Os02g51080",0.0349785042527,"LYL1|OsChlP|OsGGR","None","FAD binding domain containing protein, expressed"
"LOC_Os03g03720",0.0348726584418,"GADPH","None","glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
"LOC_Os03g03720",0.0348726584418,"GADPH","None","glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
"LOC_Os03g64020",0.0347941221244,"--","None","expressed protein"
"LOC_Os03g64020",0.0347941221244,"--","None","expressed protein"
"LOC_Os02g47020",0.0341517756441,"OsPrk","None","phosphoribulokinase/Uridine kinase family protein, expressed"
"LOC_Os02g47020",0.0341517756441,"OsPrk","None","phosphoribulokinase/Uridine kinase family protein, expressed"
"LOC_Os09g39390",0.033995098266,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os09g39390",0.033995098266,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os04g16680",0.0333046058102,"--","None","fructose-1,6-bisphosphatase, putative, expressed"
"LOC_Os04g16680",0.0333046058102,"--","None","fructose-1,6-bisphosphatase, putative, expressed"
"LOC_Os01g55570",0.0331417242407,"--","None","expressed protein"
"LOC_Os01g55570",0.0331417242407,"--","None","expressed protein"
"LOC_Os03g17070",0.0317740023392,"--","None","ATP synthase B chain, chloroplast precursor, putative, expressed"
"LOC_Os03g17070",0.0317740023392,"--","None","ATP synthase B chain, chloroplast precursor, putative, expressed"
"LOC_Os02g34810",0.0317007889965,"OsAPx8","None","OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene 5,8, expressed"
"LOC_Os02g34810",0.0317007889965,"OsAPx8","None","OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene 5,8, expressed"
"LOC_Os01g68450",0.0310947583087,"--","None","expressed protein"
"LOC_Os01g68450",0.0310947583087,"--","None","expressed protein"
"LOC_Os04g53230",0.0309151230448,"--","None","aminomethyltransferase, putative, expressed"
"LOC_Os04g53230",0.0309151230448,"--","None","aminomethyltransferase, putative, expressed"
"LOC_Os07g05820",0.0306711839122,"GLO3","None","hydroxyacid oxidase 1, putative, expressed"
"LOC_Os07g05820",0.0306711839122,"GLO3","None","hydroxyacid oxidase 1, putative, expressed"
"LOC_Os07g08030",0.0293056429505,"--","None","ribose-5-phosphate isomerase A, putative, expressed"
"LOC_Os07g08030",0.0293056429505,"--","None","ribose-5-phosphate isomerase A, putative, expressed"
"LOC_Os02g01340",0.0291177720725,"OsLFNR1|LFNR1","None","ferredoxin--NADP reductase, chloroplast precursor, putative, expressed"
"LOC_Os02g01340",0.0291177720725,"OsLFNR1|LFNR1","None","ferredoxin--NADP reductase, chloroplast precursor, putative, expressed"
"LOC_Os05g47560",0.0290492083148,"Stn7","None","serine/threonine-protein kinase SNT7, chloroplast precursor, putative, expressed"
"LOC_Os05g47560",0.0290492083148,"Stn7","None","serine/threonine-protein kinase SNT7, chloroplast precursor, putative, expressed"
"LOC_Os08g02210",0.0288372643219,"--","None","expressed protein"
"LOC_Os08g02210",0.0288372643219,"--","None","expressed protein"
"LOC_Os04g55180",0.0286272881352,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os04g55180",0.0286272881352,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os06g51029",0.0285749077077,"--","None","OsFtsH1  FtsH protease, homologue of AtFtsH1/5, expressed"
"LOC_Os06g51029",0.0285749077077,"--","None","OsFtsH1  FtsH protease, homologue of AtFtsH1/5, expressed"
"LOC_Os11g39020",0.0284298335374,"--","None","ABC transporter, ATP-binding protein, putative, expressed"
"LOC_Os11g39020",0.0284298335374,"--","None","ABC transporter, ATP-binding protein, putative, expressed"
"LOC_Os06g40940",0.0283080308104,"--","None","glycine dehydrogenase, putative, expressed"
"LOC_Os06g40940",0.0283080308104,"--","None","glycine dehydrogenase, putative, expressed"
"LOC_Os08g03290",0.0280778874254,"OsGAPC3","None","glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
"LOC_Os08g03290",0.0280778874254,"OsGAPC3","None","glyceraldehyde-3-phosphate dehydrogenase, putative, expressed"
"LOC_Os03g53300",0.0280091062765,"--","None","expressed protein"
"LOC_Os03g53300",0.0280091062765,"--","None","expressed protein"
"LOC_Os06g04270",0.0279343095301,"OsTK","None","transketolase, chloroplast precursor, putative, expressed"
"LOC_Os06g04270",0.0279343095301,"OsTK","None","transketolase, chloroplast precursor, putative, expressed"
"LOC_Os08g27010",0.0278220684191,"--","None","APE1, putative, expressed"
"LOC_Os08g27010",0.0278220684191,"--","None","APE1, putative, expressed"
"LOC_Os01g17170",0.0274655076343,"PNZIP|OsCRD1|YL-1","None","magnesium-protoporphyrin IX monomethyl ester cyclase,chloroplast precursor, putative, expressed"
