"gene","weight","symbol","alias","annotation"
"LOC_Os05g19910",1,"--","None","transferase family protein, putative, expressed"
"LOC_Os04g28870",0.0336685443733,"--","None","dehydrogenase, putative, expressed"
"LOC_Os04g28870",0.0336685443733,"--","None","dehydrogenase, putative, expressed"
"LOC_Os01g63180",0.0292548034516,"--","None","laccase-6 precursor, putative, expressed"
"LOC_Os01g63180",0.0292548034516,"--","None","laccase-6 precursor, putative, expressed"
"LOC_Os03g25330",0.0281534958417,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os03g25330",0.0281534958417,"--","None","peroxidase precursor, putative, expressed"
"LOC_Os05g51780",0.0279830031534,"--","None","zinc finger, C3HC4 type domain containing protein, expressed"
"LOC_Os05g51780",0.0279830031534,"--","None","zinc finger, C3HC4 type domain containing protein, expressed"
"LOC_Os02g36350",0.0275978013249,"--","None","expressed protein"
"LOC_Os02g36350",0.0275978013249,"--","None","expressed protein"
"LOC_Os02g25020",0.0274919556857,"--","None","DNA binding protein, putative, expressed"
"LOC_Os02g25020",0.0274919556857,"--","None","DNA binding protein, putative, expressed"
"LOC_Os11g05480",0.0274796210512,"OsbZIP79|OsTGA911","None","transcription factor, putative, expressed"
"LOC_Os11g05480",0.0274796210512,"OsbZIP79|OsTGA911","None","transcription factor, putative, expressed"
"LOC_Os01g09080",0.0270791215731,"--","None","WRKY107, expressed"
"LOC_Os01g09080",0.0270791215731,"--","None","WRKY107, expressed"
"LOC_Os01g11910",0.0265580055761,"--","None","basic helix-loop-helix, putative, expressed"
"LOC_Os01g11910",0.0265580055761,"--","None","basic helix-loop-helix, putative, expressed"
"LOC_Os09g10840",0.0262430792455,"--","None","transcription factor, putative, expressed"
"LOC_Os09g10840",0.0262430792455,"--","None","transcription factor, putative, expressed"
"LOC_Os05g20930",0.0248302571022,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os05g20930",0.0248302571022,"--","None","ZOS5-07 - C2H2 zinc finger protein, expressed"
"LOC_Os04g50030",0.0244651381519,"--","None","DNA binding protein, putative, expressed"
"LOC_Os04g50030",0.0244651381519,"--","None","DNA binding protein, putative, expressed"
"LOC_Os09g33830",0.0239882211214,"--","None","solute carrier family 35 member F1, putative, expressed"
"LOC_Os09g33830",0.0239882211214,"--","None","solute carrier family 35 member F1, putative, expressed"
"LOC_Os08g14830",0.0239658019933,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os08g14830",0.0239658019933,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os08g01710",0.0236889803512,"--","None","GLTP domain containing protein, putative, expressed"
"LOC_Os08g01710",0.0236889803512,"--","None","GLTP domain containing protein, putative, expressed"
"LOC_Os06g47700",0.0236817241366,"--","None","serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed"
"LOC_Os06g47700",0.0236817241366,"--","None","serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed"
"LOC_Os10g33440",0.0236118817223,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os10g33440",0.0236118817223,"--","None","NB-ARC domain containing protein, expressed"
"LOC_Os04g12010",0.0231013323603,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os04g12010",0.0231013323603,"--","None","glycosyltransferase, putative, expressed"
"LOC_Os10g01640",0.0230583094246,"--","None","decarboxylase, putative, expressed"
"LOC_Os10g01640",0.0230583094246,"--","None","decarboxylase, putative, expressed"
"LOC_Os06g22290",0.0229494989334,"--","None","legume lectins beta domain containing protein, expressed"
"LOC_Os06g22290",0.0229494989334,"--","None","legume lectins beta domain containing protein, expressed"
"LOC_Os11g24780",0.0227413012458,"--","None","expressed protein"
"LOC_Os11g24780",0.0227413012458,"--","None","expressed protein"
"LOC_Os05g33110",0.0221393415257,"--","None","endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed"
"LOC_Os05g33110",0.0221393415257,"--","None","endo-1,3;1,4-beta-D-glucanase precursor, putative, expressed"
"LOC_Os12g42200",0.0219463864166,"--","None","ATCHX, putative, expressed"
"LOC_Os12g42200",0.0219463864166,"--","None","ATCHX, putative, expressed"
"LOC_Os07g23944",0.021876699573,"--","None","glycosyl hydrolase, family 31, putative, expressed"
"LOC_Os07g23944",0.021876699573,"--","None","glycosyl hydrolase, family 31, putative, expressed"
"LOC_Os12g16010",0.0217152455507,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os12g16010",0.0217152455507,"--","None","sex determination protein tasselseed-2, putative, expressed"
"LOC_Os06g28550",0.0214723824102,"--","None","nmrA-like family domain containing protein, expressed"
"LOC_Os06g28550",0.0214723824102,"--","None","nmrA-like family domain containing protein, expressed"
"LOC_Os02g10140",0.0213772393111,"--","None","bZIP transcription factor domain containing protein, expressed"
"LOC_Os02g10140",0.0213772393111,"--","None","bZIP transcription factor domain containing protein, expressed"
