"result.gene","result.weight","result.symbol","result.alias","result.annotation"
"LOC_Os07g04180",1,"--","None","amino acid transporter, putative, expressed"
"LOC_Os03g03670",0.00859593048985,"--","None","expressed protein"
"LOC_Os07g07540",0.00843599398796,"--","None","SHOOT1 protein, putative, expressed"
"LOC_Os01g67120",0.00836390500897,"--","None","rhodanese-like domain containing protein, putative, expressed"
"LOC_Os05g34630",0.00757187999856,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os02g39740",0.00747913138474,"--","None","psaB translation factor, putative, expressed"
"LOC_Os10g38710",0.00740753632049,"--","None","glutathione S-transferase, putative, expressed"
"LOC_Os01g68450",0.00733267911045,"--","None","expressed protein"
"LOC_Os02g49680",0.00687498422386,"--","None","arsenate reductase, putative, expressed"
"LOC_Os03g52010",0.00682846441992,"--","None","lecithin cholesterol acyltransferase, putative, expressed"
"LOC_Os02g46980",0.00679378833184,"--","None","pentatricopeptide, putative, expressed"
"LOC_Os02g47620",0.00668480089298,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os03g07440",0.00662804777154,"--","None","putativ eribonuclease P, putative, expressed"
"LOC_Os02g37690",0.00659123209461,"--","None","UDP-glucoronosyl and UDP-glucosyl transferase, putative, expressed"
"LOC_Os03g62780",0.00645262943383,"--","None","S1 RNA binding domain containing protein, expressed"
"LOC_Os07g11110",0.00644826273699,"--","None","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"LOC_Os03g63480",0.00642831919223,"--","None","ankyrin repeat domain containing protein, expressed"
"LOC_Os03g10880",0.00639946748475,"--","None","BTBN5 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"LOC_Os08g44400",0.00637087387514,"OsGRX20","None","glutathione S-transferase, N-terminal domain containing protein, expressed"
"LOC_Os08g06530",0.00633742668678,"--","None","rubredoxin family protein, putative, expressed"
"LOC_Os12g23180",0.00630157287367,"CSP41b|LGL1","None","3-beta hydroxysteroid dehydrogenase/isomerase family protein, putative, expressed"
"LOC_Os05g33620",0.00628089844593,"--","None","expressed protein"
"LOC_Os05g49380",0.00614300686846,"--","None","OsDegp9 - Putative Deg protease homologue, expressed"
"LOC_Os07g40974",0.00614201056592,"--","None","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"LOC_Os06g40640",0.00613947726622,"OsAld-Y","None","fructose-bisphospate aldolase isozyme, putative, expressed"
"LOC_Os09g39390",0.0061342678241,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os06g05390",0.00603572674986,"--","None","expressed protein"
"LOC_Os01g03040",0.00597555589232,"--","None","expressed protein"
"LOC_Os08g02210",0.00597069670664,"--","None","expressed protein"
"LOC_Os04g41340",0.00595707917675,"Os4NPP1","None","4-nitrophenylphosphatase, putative, expressed"
"LOC_Os09g28630",0.00588883544742,"--","None","gibberellin receptor, putative, expressed"
"LOC_Os03g36750",0.00588599271119,"--","None","cbbY, putative, expressed"
"LOC_Os03g56470",0.00588051819661,"--","None","protein kinase family protein, putative, expressed"
"LOC_Os02g10350",0.00584330837008,"--","None","MLO domain containing protein, putative, expressed"
"LOC_Os04g56240",0.00582019494546,"--","None","lipase, putative, expressed"
"LOC_Os04g55180",0.00580242817439,"--","None","hydrolase, alpha/beta fold family domain containing protein, expressed"
"LOC_Os12g38640",0.00580238837728,"--","None","expressed protein"
"LOC_Os09g28640",0.0057749844101,"--","None","gibberellin receptor GID1L2, putative, expressed"
"LOC_Os02g35900",0.0056991756162,"--","None","thioredoxin, putative, expressed"
"LOC_Os03g59090",0.00569585949541,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os07g05000",0.00569532111531,"--","None","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"LOC_Os08g16570",0.00567842793606,"--","None","expressed protein"
"LOC_Os11g42490",0.00564231336249,"--","None","retrotransposon protein, putative, unclassified, expressed"
"LOC_Os02g51070",0.00559593279633,"SSIIB","None","starch synthase, putative, expressed"
"LOC_Os02g47800",0.00558587318564,"--","None","monodehydroascorbate reductase, putative, expressed"
"LOC_Os08g06630",0.00555183254295,"OsSIG1","None","RNA polymerase sigma factor, putative, expressed"
"LOC_Os01g48990",0.00554308869727,"--","None","uncharacterized kinase mug58, putative, expressed"
"LOC_Os06g39690",0.00552633211522,"--","None","SOUL heme-binding protein, putative, expressed"
"LOC_Os06g13660",0.00552075179362,"--","None","alanyl-tRNA synthetase, putative, expressed"
"LOC_Os06g09610",0.00550340756372,"--","None","peroxiredoxin, putative, expressed"
"LOC_Os01g53330",0.00548371157125,"--","None","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"LOC_Os05g40180",0.00547849301132,"OsSTN8","None","serine/threonine-protein kinase stt7, chloroplast precursor, putative, expressed"
"LOC_Os02g03010",0.00546851750995,"--","None","expressed protein"
"LOC_Os06g43800",0.0054314548641,"--","None","methyltransferase domain containing protein, putative, expressed"
"LOC_Os10g01080",0.00526619575843,"--","None","SOR/SNZ family protein, putative, expressed"
"LOC_Os02g38020",0.00524912256817,"OsPHT2;1","None","inorganic phosphate transporter 2-1, chloroplast precursor, putative, expressed"
"LOC_Os12g17320",0.00524583196356,"--","None","polyprenyl synthetase, putative, expressed"
"LOC_Os03g19560",0.00524370911048,"--","None","tetratricopeptide repeat domain containing protein, expressed"
"LOC_Os06g05950",0.0052404811055,"--","None","expressed protein"
"LOC_Os01g43150",0.00522788193345,"--","None","OsFtsH9  FtsH protease, homologue of AtFtsH11, expressed"
"LOC_Os03g17070",0.00521642028626,"--","None","ATP synthase B chain, chloroplast precursor, putative, expressed"
"LOC_Os01g52170",0.0052031610747,"--","None","expressed protein"
"LOC_Os03g19760",0.00511478099934,"--","None","HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"LOC_Os01g07090",0.00510744802325,"Pbcp","None","5-azacytidine resistance protein azr1, putative, expressed"
"LOC_Os07g05820",0.0050821425451,"GLO3","None","hydroxyacid oxidase 1, putative, expressed"
"LOC_Os06g49120",0.00506486174781,"--","None","Complex I intermediate-associated protein 30 domain containing protein, putative, expressed"
"LOC_Os12g43130",0.00505498148541,"PSY2","None","phytoene synthase, chloroplast precursor, putative, expressed"
"LOC_Os07g43700",0.00505360532187,"--","None","lactate/malate dehydrogenase, putative, expressed"
"LOC_Os06g01250",0.00504669312014,"CYP93G2","None","cytochrome P450, putative, expressed"
